Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,
50,15,15,1,0,20,5,true,3,7,15,15,15,2,15,15,2,5,1,5,8,2,7,15,13,11,3,13,4,8,2,10,6,9,2,4,6,9,10,5,9,2,13,15,8,15,4,15,11,4,2,3,14,12,11,4,5,9,14,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,5,9,15,
1,4,9,14,
2,4,15,14,
3,4,15,14,
4,4,12,14,
5,4,12,12,
6,3,12,11,
7,3,14,11,
8,3,14,11,
9,3,14,1,
10,3,15,1,
11,3,15,1,
12,3,11,1,
13,3,15,1,
14,3,15,1,
15,3,9,1,
16,3,15,1,
17,3,15,1,
18,3,6,1,
19,3,12,1,
20,3,15,1,
21,3,15,1,
22,3,14,1,
23,3,15,1,
24,3,15,1,
25,3,6,1,
26,3,12,1,
27,3,15,1,
28,3,15,1,
29,3,11,1,
30,3,15,1,
31,3,15,1,
32,3,10,1,
33,3,15,1,
34,3,15,1,
35,3,7,1,
36,3,14,1,
37,3,15,1,
38,3,15,1,
39,3,14,1,
40,3,15,1,
41,3,15,1,
42,3,6,1,
43,3,12,1,
44,3,15,1,
45,3,15,1,
46,3,6,1,
47,3,12,1,
48,3,15,1,
49,3,15,1,
50,3,11,1,
