Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,
50,15,15,1,0,20,5,true,3,5,2,9,11,9,15,12,12,13,3,14,11,10,7,6,3,13,9,14,12,10,8,14,4,13,4,10,10,12,6,9,12,8,2,3,4,5,7,3,8,2,15,14,8,2,2,8,12,11,6,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,5,12,13,
1,5,15,13,
2,5,15,13,
3,5,15,12,
4,5,15,12,
5,5,15,14,
6,5,15,14,
7,5,15,10,
8,5,15,10,
9,5,15,1,
10,5,15,1,
11,5,7,1,
12,5,14,1,
13,5,15,1,
14,5,15,1,
15,5,15,14,
16,5,15,14,
17,5,15,6,
18,5,15,6,
19,5,13,6,
20,5,15,6,
21,5,15,6,
22,5,15,4,
23,5,15,4,
24,5,15,1,
25,5,15,1,
26,5,6,1,
27,5,12,1,
28,5,15,1,
29,5,15,1,
30,5,15,12,
31,5,15,12,
32,5,15,14,
33,5,15,14,
34,5,15,13,
35,5,15,13,
36,5,15,15,
37,5,15,15,
38,5,15,12,
39,5,15,12,
40,5,15,15,
41,5,15,15,
42,5,15,1,
43,5,15,1,
44,5,7,1,
45,5,14,1,
46,5,15,1,
47,5,15,1,
48,5,1,1,
49,5,2,1,
50,4,2,2,
