Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,
50,15,15,1,0,20,5,true,3,4,13,3,12,5,5,14,9,9,1,13,12,10,14,7,13,3,6,10,4,2,11,5,1,7,12,9,10,7,1,8,3,5,13,4,14,6,1,2,7,6,8,9,6,4,7,8,14,12,6,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,5,5,15,
1,5,8,15,
2,4,8,14,
3,4,9,14,
4,4,9,14,
5,4,5,14,
6,4,9,14,
7,4,9,14,
8,4,9,11,
9,4,15,11,
10,4,15,11,
11,4,15,15,
12,4,15,15,
13,4,6,15,
14,3,6,8,
15,3,4,8,
16,2,4,7,
17,2,9,7,
18,1,9,6,
19,0,12,6,
20,0,15,6,
21,0,15,6,
22,0,15,14,
23,0,15,14,
24,0,14,14,
25,0,15,14,
26,0,15,14,
27,0,15,15,
28,0,15,15,
29,0,9,15,
30,0,15,15,
31,0,15,15,
32,0,11,15,
33,0,15,15,
34,0,15,15,
35,0,6,15,
36,0,12,15,
37,0,15,15,
38,0,15,15,
39,0,15,1,
40,0,15,1,
41,0,10,1,
42,0,15,1,
43,0,15,1,
44,0,15,2,
45,0,15,2,
46,0,15,11,
47,0,15,11,
48,0,15,7,
49,0,15,7,
50,0,4,7,
