Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,
50,15,15,1,0,20,5,true,3,1,9,15,3,9,5,7,8,13,8,5,15,5,5,13,1,12,6,4,15,5,1,14,2,2,2,15,5,7,14,14,7,8,5,9,1,1,7,15,13,15,4,11,12,15,8,8,10,4,1,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,5,9,14,
1,5,9,10,
2,4,8,10,
3,4,15,10,
4,3,15,8,
5,3,15,8,
6,3,15,11,
7,3,11,11,
8,2,11,12,
9,2,15,12,
10,2,15,12,
11,2,15,6,
12,2,15,6,
13,2,15,12,
14,2,15,12,
15,2,15,6,
16,2,15,6,
17,2,15,12,
18,2,15,12,
19,2,1,12,
20,2,2,12,
21,2,4,12,
22,2,4,2,
23,1,4,1,
24,1,4,1,
25,1,4,10,
26,1,8,10,
27,1,15,10,
28,1,15,10,
29,1,15,6,
30,1,15,6,
31,1,15,10,
32,1,15,10,
33,1,2,10,
34,1,4,10,
35,1,8,10,
36,1,15,10,
37,1,15,10,
38,1,15,6,
39,1,15,6,
40,1,13,6,
41,1,15,6,
42,1,15,6,
43,1,15,12,
44,1,15,12,
45,1,15,11,
46,1,15,11,
47,1,15,12,
48,1,15,12,
49,1,15,6,
50,1,15,6,
