Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,
50,15,15,1,0,20,5,true,3,1,10,6,8,13,10,5,5,1,5,5,13,15,4,4,5,13,5,1,14,11,14,1,7,10,9,8,9,15,13,3,12,5,7,13,2,11,5,6,7,2,12,12,1,1,9,4,14,10,8,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,5,2,8,
1,4,2,12,
2,4,2,9,
3,3,1,9,
4,3,2,9,
5,3,4,9,
6,2,4,14,
7,2,8,14,
8,2,10,14,
9,2,10,14,
10,2,10,15,
11,2,15,15,
12,2,15,15,
13,2,10,15,
14,2,15,15,
15,2,15,15,
16,2,11,15,
17,2,15,15,
18,2,15,15,
19,2,15,14,
20,2,15,14,
21,2,15,15,
22,2,15,15,
23,2,15,14,
24,2,15,14,
25,2,12,14,
26,2,15,14,
27,2,15,14,
28,2,15,15,
29,2,15,15,
30,2,1,15,
31,2,2,15,
32,2,4,15,
33,2,8,15,
34,2,15,15,
35,2,15,15,
36,2,15,14,
37,2,15,14,
38,2,15,15,
39,2,15,15,
40,2,15,14,
41,2,15,14,
42,2,15,15,
43,2,15,15,
44,2,1,15,
45,2,2,15,
46,2,4,15,
47,2,8,15,
48,2,15,15,
49,2,15,15,
50,2,15,14,
