Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,
50,15,15,1,0,20,5,true,3,14,10,11,11,8,3,9,7,2,10,6,12,7,14,5,15,6,14,2,8,3,6,12,8,4,8,4,13,4,7,8,9,9,11,5,12,15,6,2,4,10,13,8,12,4,5,3,9,6,7,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,5,15,7,
1,5,15,7,
2,5,10,7,
3,4,10,13,
4,4,8,13,
5,3,8,12,
6,3,15,12,
7,3,15,12,
8,3,15,9,
9,3,15,9,
10,3,15,15,
11,3,15,15,
12,3,12,15,
13,3,15,15,
14,3,15,15,
15,3,6,15,
16,3,12,15,
17,3,15,15,
18,3,15,15,
19,3,15,7,
20,3,15,7,
21,3,15,15,
22,3,15,15,
23,3,15,12,
24,3,15,12,
25,3,15,7,
26,3,15,7,
27,3,15,13,
28,3,15,13,
29,3,15,15,
30,3,15,15,
31,3,6,15,
32,3,12,15,
33,3,15,15,
34,3,15,15,
35,3,13,15,
36,3,15,15,
37,3,15,15,
38,3,14,15,
39,3,15,15,
40,3,15,15,
41,3,15,7,
42,3,15,7,
43,3,12,7,
44,3,15,7,
45,3,15,7,
46,3,14,7,
47,3,15,7,
48,3,15,7,
49,3,15,10,
50,3,15,10,
