Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,5,20,true,3,9,13,2,6,11,7,14,5,6,9,15,9,13,6,14,9,1,12,11,12,13,8,4,8,5,14,4,7,2,4,2,3,8,15,8,5,12,5,9,8,14,12,6,1,3,12,2,7,14,8,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,8,10,
1,20,8,8,
2,19,9,8,
3,17,15,8,
4,16,15,9,
5,15,14,9,
6,15,14,11,
7,14,14,12,
8,14,12,12,
9,13,11,12,
10,13,15,12,
11,13,15,12,
12,13,15,15,
13,13,15,15,
14,13,15,10,
15,13,15,10,
16,13,15,15,
17,13,15,15,
18,13,15,10,
19,13,15,10,
20,13,12,10,
21,13,15,10,
22,13,15,10,
23,13,15,15,
24,13,15,15,
25,13,15,8,
26,13,15,8,
27,13,13,8,
28,12,13,6,
29,12,13,5,
30,11,12,5,
31,11,13,5,
32,11,13,5,
33,11,11,5,
34,11,9,5,
35,10,8,5,
36,10,13,5,
37,10,13,5,
38,10,13,1,
39,10,15,1,
40,10,15,1,
41,9,2,1,
42,8,2,3,
43,7,2,4,
44,6,4,4,5,14,
45,6,4,6,10,14,
46,5,4,7,8,14,
47,3,4,8,8,15,
48,3,2,8,15,15,
49,2,2,7,15,15,
50,2,4,7,12,15,
