Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,5,20,true,3,4,15,1,12,4,8,11,3,2,8,5,2,3,13,14,4,12,1,12,8,15,10,14,2,5,12,15,14,14,10,13,13,2,3,3,6,12,2,12,9,4,7,14,8,10,4,6,11,10,1,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,15,13,
1,19,15,14,
2,18,15,10,
3,17,14,10,
4,16,14,8,
5,15,12,8,
6,14,12,9,
7,13,12,2,
8,12,12,1,
9,11,10,1,
10,10,10,4,
11,9,14,4,
12,7,14,2,3,6,
13,6,6,2,3,13,
14,5,5,2,5,13,
15,4,2,2,5,12,
16,3,2,3,5,11,
17,2,4,3,6,11,
18,1,4,7,12,11,
19,1,8,7,12,13,
20,0,15,7,13,13,
21,0,15,7,15,13,
22,0,15,5,15,13,
23,0,15,5,15,15,
24,0,12,5,15,15,
25,0,15,5,15,8,
26,0,15,5,15,8,
27,0,15,9,15,4,
28,0,15,9,15,4,
29,0,11,9,15,1,
30,0,15,9,15,1,
31,0,15,9,15,3,
32,0,15,10,15,3,
33,0,15,10,15,1,
34,0,15,14,15,1,
35,0,15,14,9,1,
36,0,14,14,15,1,
37,0,15,14,15,1,
38,0,15,14,15,4,
39,0,2,14,15,4,
40,0,4,14,15,1,
41,0,8,14,15,1,
42,0,15,14,3,1,
43,0,15,14,6,1,
44,0,10,14,12,1,
45,0,15,14,15,1,
46,0,15,14,15,1,
47,0,15,4,4,1,
48,0,15,4,8,1,
49,0,15,10,15,1,
50,0,15,10,15,1,
