Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,2,0,20,20,true,3,6,7,2,14,8,11,9,5,12,13,6,4,9,10,3,6,5,2,7,15,13,10,10,5,12,15,15,1,4,8,11,1,6,13,15,6,15,8,10,11,12,7,12,9,2,13,9,4,10,13,13,12,13,8,9,8,13,14,12,14,14,10,5,7,6,15,8,15,7,10,3,7,14,12,8,5,8,9,13,5,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,
0,20,12,3,2,7,
1,18,12,7,3,7,
2,16,12,9,5,7,
3,15,8,9,5,15,
4,13,8,5,6,15,
5,13,8,4,6,14,
6,11,9,4,12,14,
7,10,13,4,13,14,
8,8,13,5,13,12,
9,6,13,8,14,12,
10,4,9,8,14,10,
11,4,14,8,15,10,8,8,
12,4,14,8,15,10,8,7,
13,4,14,1,15,15,8,6,
14,4,14,1,15,15,8,5,
15,4,14,15,13,15,8,4,
16,4,15,15,15,15,8,10,
17,3,15,15,15,15,7,10,
18,3,13,15,13,15,8,10,
19,3,15,15,15,15,8,9,
20,3,15,15,15,15,8,8,
21,3,13,15,15,14,8,7,
22,3,15,15,10,14,8,6,
23,2,15,15,10,13,8,5,
24,2,15,14,11,13,8,4,
25,2,8,14,11,13,15,4,
26,1,8,15,11,8,15,4,
27,1,11,15,14,8,15,2,
28,1,11,15,14,8,15,2,
29,1,9,15,1,8,7,2,
30,1,11,15,1,13,14,2,
31,0,11,15,2,13,15,2,
32,0,8,15,4,13,15,2,
33,0,11,15,5,13,15,5,
34,0,11,15,5,13,15,5,
35,0,11,3,5,9,15,2,
36,0,15,3,10,9,15,2,
37,0,15,3,15,9,15,3,
38,0,15,2,15,9,15,3,
39,0,15,2,1,9,15,5,
40,0,6,2,2,9,15,5,
41,0,12,2,4,9,15,2,
42,0,15,2,8,9,15,2,
43,0,15,2,15,9,12,2,
44,0,15,5,15,9,15,2,
45,0,15,5,15,15,15,2,
46,0,11,5,15,15,15,3,
47,0,15,5,15,9,15,3,
48,0,15,5,15,9,2,3,
49,0,12,5,15,10,4,3,
50,0,15,5,15,10,8,3,
