Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,2,0,20,20,true,3,7,2,5,12,9,5,5,11,9,4,14,15,15,4,3,8,13,3,13,8,3,10,12,15,3,2,9,3,6,12,3,12,5,14,15,13,4,5,8,13,3,7,13,6,15,11,8,14,9,2,12,11,1,10,5,5,5,15,2,9,10,6,15,6,4,6,13,14,4,10,14,2,8,6,13,10,10,4,9,7,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,
0,20,1,3,9,5,
1,19,2,3,9,7,
2,19,2,7,9,6,
3,17,3,7,8,6,
4,16,3,6,10,6,
5,14,4,6,10,4,
6,13,4,10,10,2,
7,12,8,10,9,2,
8,11,12,10,15,2,
9,10,13,10,15,2,
10,9,13,14,15,1,
11,9,13,11,15,1,
12,8,12,11,1,1,
13,7,15,11,2,1,
14,7,15,7,4,1,
15,6,15,6,8,1,
16,5,13,6,15,1,
17,5,15,6,15,1,15,10,
18,5,15,6,15,3,15,10,
19,5,1,6,15,3,15,12,
20,4,1,10,15,1,15,12,
21,4,1,9,15,1,15,5,
22,3,2,9,8,1,15,5,
23,2,4,9,15,1,5,5,
24,2,8,9,15,1,10,5,
25,2,15,9,15,3,15,5,
26,2,15,9,15,3,15,5,
27,2,15,5,14,3,15,9,
28,2,15,5,15,3,15,9,
29,2,12,5,15,3,8,9,
30,2,15,5,14,3,15,9,
31,2,15,5,15,3,15,9,
32,2,8,5,15,3,4,9,
33,2,15,5,15,2,8,9,
34,2,15,5,15,2,15,9,
35,2,5,5,15,3,15,9,
36,2,10,5,15,3,11,9,
37,2,15,5,14,3,15,9,
38,2,15,5,15,3,15,9,
39,2,5,5,15,3,14,9,
40,2,10,5,14,3,15,9,
41,2,15,5,15,3,15,9,
42,2,15,5,15,3,15,12,
43,2,15,7,14,3,15,12,
44,2,15,7,15,3,9,12,
45,2,15,5,15,3,9,14,
46,1,15,5,14,3,8,14,
47,1,14,5,15,3,15,14,
48,1,15,5,15,3,15,14,
49,1,15,5,15,1,15,15,
50,1,15,10,15,1,15,15,
