Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,2,12,4,11,2,14,14,13,11,4,9,2,11,12,2,3,7,15,1,3,14,5,13,3,11,7,14,12,9,13,14,8,10,9,10,9,15,9,4,15,11,7,4,1,2,1,11,12,15,14,6,2,6,7,6,15,15,14,15,7,11,9,2,5,2,7,9,14,12,8,11,8,4,5,11,3,10,3,8,1,7,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,7,15,
1,20,7,15,
2,20,1,15,
3,19,1,11,
4,18,1,7,
5,17,1,2,
6,16,5,2,
7,15,9,2,
8,15,9,2,
9,15,9,3,
10,15,9,3,
11,15,8,3,
12,14,8,4,
13,13,7,4,
14,12,7,6,
15,11,7,9,
16,10,7,11,
17,9,8,11,
18,8,5,11,
19,8,5,11,
20,8,6,11,
21,8,6,11,
22,8,12,11,
23,7,12,15,
24,6,14,15,
25,5,15,15,
26,5,15,15,
27,5,15,12,
28,4,14,12,
29,3,14,6,
30,2,2,6,
31,2,2,6,
32,2,2,10,
33,1,3,10,
34,0,3,8,
35,0,3,8,
36,0,1,8,
37,0,1,8,
38,0,1,9,
39,0,1,9,
40,0,1,1,
41,0,1,1,
42,0,8,1,
43,0,8,1,
44,0,14,1,
45,0,14,1,
46,0,14,2,
47,0,14,2,
48,0,14,1,
49,0,14,1,
50,0,14,9,
