Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,3,1,4,11,3,4,10,10,5,6,10,4,8,4,2,1,8,10,13,11,10,9,2,3,1,15,13,14,2,6,14,12,8,9,8,2,3,5,7,15,8,9,15,10,4,12,14,10,15,9,11,3,14,7,12,6,5,12,7,6,3,15,14,4,12,3,5,2,14,8,6,5,3,8,7,6,12,10,3,6,7,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,14,4,
1,19,10,4,
2,18,10,3,
3,17,6,3,
4,16,5,3,
5,16,5,5,
6,15,6,5,
7,14,6,7,
8,13,8,7,
9,12,8,6,
10,12,12,6,
11,11,12,7,
12,11,15,7,
13,11,15,7,
14,11,7,7,
15,10,7,12,
16,9,6,12,
17,8,4,12,
18,7,4,14,2,14,
19,6,3,14,3,14,
20,6,5,14,5,14,
21,6,5,14,5,14,
22,6,5,15,5,15,
23,5,9,15,9,15,
24,4,10,15,10,15,
25,4,12,15,12,15,
26,3,12,14,12,14,
27,2,15,14,15,14,
28,2,15,14,15,14,
29,2,13,14,15,15,
30,2,15,14,15,15,
31,2,15,14,8,15,
32,2,7,14,8,11,
33,1,14,14,9,11,
34,1,15,14,15,11,
35,1,15,14,15,11,
36,1,11,14,15,9,
37,1,15,14,15,9,
38,1,15,14,15,12,
39,1,8,14,15,12,
40,1,15,14,15,9,
41,1,15,14,15,9,
42,1,15,15,1,9,
43,1,15,15,2,9,
44,1,15,14,2,5,
45,0,15,14,3,5,
46,0,15,15,6,5,
47,0,15,15,9,5,
48,0,12,15,9,5,
49,0,15,15,5,5,
50,0,15,15,9,5,
