Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,3,5,12,1,14,4,1,6,11,11,7,8,15,3,14,2,9,14,1,15,6,9,12,5,3,9,14,9,10,11,4,7,15,8,14,14,11,14,2,2,13,1,12,10,5,10,8,12,1,5,2,1,8,2,5,7,13,5,5,15,14,6,10,8,13,8,10,10,2,3,9,7,5,13,11,7,4,6,9,4,2,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,2,1,
1,19,2,5,
2,18,5,5,
3,17,7,5,
4,16,7,4,
5,14,7,13,10,5,
6,12,8,13,10,8,
7,10,8,10,1,8,
8,8,6,10,1,12,1,12,
9,7,6,9,2,12,2,12,
10,6,3,9,4,12,4,12,6,2,
11,5,3,2,4,3,4,3,5,2,
12,4,4,2,4,2,4,2,4,2,
13,4,12,2,12,2,12,2,12,2,
14,3,12,1,12,1,12,1,12,1,3,1,
15,3,13,1,13,1,13,1,13,1,3,1,
16,3,13,10,13,10,13,10,13,10,2,1,
17,2,13,11,13,11,13,11,13,11,3,1,
18,2,13,11,13,11,13,11,13,11,3,1,
19,2,13,4,7,11,13,3,13,1,3,10,12,9,
20,2,15,4,13,11,15,3,13,1,6,10,15,9,
21,1,15,4,13,11,15,3,13,9,8,10,15,14,
22,1,15,5,13,15,6,3,15,9,8,10,15,14,
23,1,15,5,15,15,12,3,15,9,8,13,15,15,
24,1,14,5,15,15,15,3,15,12,15,13,15,15,
25,1,15,5,9,15,15,3,15,12,15,13,15,12,
26,1,15,5,15,15,15,5,15,15,7,13,15,12,
27,1,1,5,15,15,15,5,15,15,14,13,15,15,
28,1,2,5,15,7,7,5,9,15,15,13,15,15,
29,1,4,5,15,7,14,5,15,15,15,13,15,9,
30,1,8,5,15,8,15,5,15,15,15,7,15,9,
31,1,15,5,15,8,15,5,15,11,15,7,15,7,
32,1,15,5,15,13,14,5,15,11,15,8,15,7,
33,1,15,1,15,13,15,5,15,7,15,8,15,15,
34,1,15,1,7,13,15,5,15,7,7,8,15,15,
35,1,15,5,14,13,9,5,12,7,14,8,15,7,
36,1,15,5,15,13,15,5,15,7,15,8,15,7,
37,1,15,4,15,13,15,5,15,7,15,8,15,15,
38,1,15,4,11,13,2,5,12,7,15,7,15,15,
39,1,15,1,15,13,4,5,15,7,15,7,12,15,
40,1,15,1,15,13,8,5,15,7,15,11,15,15,
41,1,15,5,3,13,15,5,15,10,15,11,15,15,
42,1,15,5,6,13,15,5,15,10,15,7,9,15,
43,1,15,1,12,13,12,5,15,7,15,7,15,15,
44,1,15,1,15,13,15,5,15,7,12,7,15,15,
45,1,15,5,15,13,15,5,12,7,15,7,15,14,
46,1,15,5,15,15,8,5,15,7,15,7,15,14,
47,1,8,5,15,15,15,5,15,7,12,7,15,7,
48,1,15,5,14,15,15,5,15,15,15,7,15,7,
49,1,15,5,15,15,4,5,15,15,15,7,12,7,
50,1,15,1,15,15,8,5,15,7,14,7,15,7,
