Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,3,1,6,12,9,14,15,5,3,9,4,6,5,13,10,1,14,2,6,10,9,7,11,11,13,4,1,10,11,4,2,4,11,4,5,14,8,7,7,11,4,3,9,4,14,1,15,14,2,12,5,13,7,6,10,4,9,15,7,14,5,2,8,7,3,5,12,14,1,3,6,2,1,14,14,11,7,8,13,3,10,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,5,13,
1,19,5,12,
2,19,5,10,
3,18,6,10,
4,17,3,10,
5,15,3,9,3,6,
6,13,4,9,3,8,1,15,
7,11,4,8,2,8,4,15,11,7,
8,9,4,7,13,8,4,14,13,7,
9,7,4,6,13,5,14,14,15,7,
10,6,12,6,12,5,8,14,15,5,
11,4,14,6,14,5,8,13,14,5,8,13,
12,3,14,2,14,2,8,3,14,2,8,3,
13,1,14,1,14,1,7,3,14,1,7,3,
14,1,15,1,15,1,14,3,15,1,14,3,
15,1,15,1,15,1,15,3,15,1,15,3,15,9,
16,1,5,1,5,1,15,3,5,1,15,3,15,9,
17,1,10,1,10,1,15,12,10,1,12,3,13,9,
18,1,15,1,15,1,15,12,15,1,15,3,15,9,
19,1,15,1,15,1,15,8,15,1,15,3,15,9,
20,1,15,10,5,1,15,8,15,8,15,9,13,9,
21,1,15,10,10,1,15,1,15,8,15,9,15,9,
22,1,15,6,15,1,15,1,15,15,15,1,15,9,
23,1,15,6,15,1,11,1,15,15,15,1,15,1,
24,1,15,15,15,12,15,1,15,3,14,1,15,1,
25,1,15,15,15,12,15,1,15,3,15,1,15,13,
26,1,15,1,11,12,15,10,15,1,15,1,15,13,
27,1,15,1,15,12,15,10,15,1,10,1,15,4,
28,1,6,1,15,12,15,15,14,1,15,1,15,4,
29,1,12,1,5,12,15,15,15,1,15,1,15,1,
30,1,15,1,10,12,15,7,15,1,11,1,15,1,
31,1,15,1,15,12,15,7,7,1,15,1,6,1,
32,1,15,11,15,12,8,7,14,1,15,1,12,1,
33,1,15,11,15,9,15,7,15,1,15,6,15,1,
34,1,11,11,15,9,15,7,15,1,15,6,15,1,
35,1,15,11,13,9,15,15,15,9,15,15,5,1,
36,1,15,11,15,9,15,15,15,9,15,15,10,1,
37,1,15,15,15,9,15,1,15,15,15,1,15,1,
38,1,15,15,15,15,15,1,15,15,15,1,15,1,
39,1,15,12,15,15,15,6,15,2,15,14,8,1,
40,1,15,12,15,6,15,6,15,2,15,14,15,1,
41,1,15,15,15,6,12,6,15,15,9,14,15,1,
42,1,15,15,14,6,15,6,15,15,15,14,5,1,
43,1,15,10,15,6,15,6,15,8,15,14,10,1,
44,1,15,10,15,6,15,1,15,8,15,15,15,1,
45,1,15,1,15,15,15,1,15,3,15,15,15,1,
46,1,15,1,15,15,15,8,15,3,15,10,13,1,
47,1,10,1,15,1,15,8,15,6,15,10,15,1,
48,1,15,1,15,1,15,6,15,6,15,11,15,1,
49,1,15,1,13,1,15,6,15,1,15,11,5,1,
50,1,5,1,15,1,15,14,15,1,15,4,10,1,
