Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,3,3,3,8,4,5,7,8,12,12,9,2,14,12,14,5,11,7,14,1,7,9,7,4,8,5,10,6,4,8,1,7,2,10,14,5,6,13,13,3,9,13,4,1,10,11,1,11,14,10,2,14,11,2,10,1,11,14,15,3,4,12,1,10,9,14,14,15,8,9,6,1,15,8,15,1,5,13,12,8,7,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,10,6,
1,19,9,6,
2,19,8,6,
3,18,8,7,
4,18,8,6,
5,17,8,5,1,11,
6,15,1,5,1,10,
7,14,1,4,2,10,
8,13,3,4,2,4,
9,13,2,4,4,4,5,1,
10,12,4,4,4,3,4,1,13,12,
11,11,4,3,10,3,3,1,13,4,
12,10,10,3,10,2,2,1,13,1,
13,8,10,9,10,9,4,1,12,1,
14,6,10,1,10,1,3,1,11,1,14,11,
15,4,15,1,15,1,6,1,11,14,14,14,
16,2,15,8,15,8,7,1,11,14,14,15,15,4,
17,1,15,8,15,8,7,1,11,15,8,15,15,4,
18,0,15,15,5,8,1,1,1,15,1,15,15,1,
19,0,15,15,10,8,2,1,2,15,2,15,15,1,15,10,
20,0,15,11,15,8,4,1,4,15,4,15,9,1,15,15,
21,0,15,11,15,8,7,1,8,15,8,15,15,1,15,15,
22,0,15,15,15,15,7,1,15,15,15,15,15,1,15,12,
23,0,15,15,15,15,6,1,15,15,15,15,12,1,15,12,
24,0,15,7,2,15,7,1,14,15,3,15,15,1,15,2,
25,0,15,7,4,15,7,1,15,15,6,15,15,1,15,2,
26,0,15,12,8,15,6,1,15,15,12,15,13,1,8,2,
27,0,15,12,15,15,7,1,15,5,15,15,15,1,15,2,
28,0,15,15,15,15,7,1,15,5,15,15,15,1,15,2,
29,0,15,15,15,5,1,1,7,5,13,15,15,2,14,2,
30,0,15,11,15,5,2,1,14,5,15,15,15,2,15,2,
31,0,15,11,4,5,4,1,15,5,15,15,15,14,15,2,
32,0,15,2,8,5,7,1,15,5,12,15,15,14,8,2,
33,0,15,2,15,5,7,1,15,11,15,15,15,15,15,2,
34,0,15,7,15,5,1,1,15,11,15,15,15,15,15,2,
35,0,15,7,15,15,2,1,15,1,14,15,15,8,15,1,
36,0,10,7,15,15,4,1,15,1,15,15,15,8,15,1,
37,0,15,7,10,15,7,1,15,6,15,15,15,15,10,1,
38,0,15,7,15,15,7,1,15,6,5,15,15,15,15,1,
39,0,15,15,15,15,1,1,15,1,10,15,15,1,15,1,
40,0,15,15,15,2,2,1,15,1,15,15,15,1,9,1,
41,0,1,15,15,2,4,1,15,4,15,15,13,1,15,1,
42,0,2,15,8,2,7,1,15,4,15,12,15,1,15,1,
43,0,4,15,15,2,7,1,15,15,15,12,15,1,15,9,
44,0,8,15,15,2,4,1,15,15,15,15,9,1,15,9,
45,0,15,15,15,14,7,1,13,15,15,15,15,1,15,2,
46,0,15,15,15,14,7,1,15,15,15,3,15,1,15,2,
47,0,11,15,13,14,1,1,15,15,15,3,9,1,15,1,
48,0,15,15,15,14,2,1,9,15,11,3,15,1,15,1,
49,0,15,15,15,14,4,1,15,15,15,3,15,1,15,5,
50,0,10,15,13,14,7,1,15,15,15,3,15,8,15,5,
