Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,3,10,6,10,14,1,3,11,8,9,9,4,6,7,3,6,13,13,11,3,4,9,7,11,7,12,15,2,3,6,4,1,5,12,1,14,14,8,8,7,11,13,6,10,3,13,13,4,8,13,10,8,5,8,2,9,15,8,7,4,12,15,13,2,10,6,8,5,11,3,15,7,7,10,15,9,8,13,15,9,10,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,10,10,
1,19,9,10,
2,18,13,10,
3,17,13,6,
4,16,13,5,10,3,
5,15,8,5,10,2,12,13,
6,12,8,7,8,2,13,13,
7,10,7,7,8,7,15,13,
8,10,6,7,6,7,15,13,14,13,2,1,
9,9,6,8,6,8,15,9,15,13,4,1,
10,8,4,8,4,8,15,9,15,13,8,1,
11,7,4,12,4,12,15,14,15,15,11,1,
12,6,4,11,4,11,15,14,13,15,11,1,15,13,
13,5,5,11,5,11,15,7,15,15,3,1,15,15,
14,5,2,11,2,11,15,7,15,15,6,1,15,15,
15,4,2,10,2,10,13,7,13,15,11,1,15,7,11,1,
16,4,2,15,2,15,15,7,15,15,11,1,15,7,11,1,
17,3,3,15,3,15,15,7,15,15,11,4,12,7,11,6,
18,2,9,15,9,15,14,7,15,4,15,4,15,7,15,6,
19,1,10,15,10,15,15,7,15,4,15,4,15,7,15,6,3,6,
20,1,11,15,11,15,15,7,9,4,7,4,12,7,15,1,1,6,
21,1,11,15,11,15,15,12,9,3,14,4,15,7,15,1,2,6,15,6,
22,1,11,12,11,11,15,12,9,2,15,4,15,7,15,12,3,6,15,6,
23,1,15,12,12,11,15,15,9,1,15,4,15,6,15,12,3,6,11,6,
24,1,15,12,12,11,15,15,11,1,8,4,15,6,2,12,3,7,15,6,
25,1,15,6,8,11,13,15,11,1,15,4,15,4,4,12,6,7,15,6,
26,1,15,6,12,11,15,15,10,1,15,4,15,4,8,12,8,7,11,6,
27,1,11,6,12,11,15,15,11,1,7,4,7,4,15,12,8,7,15,6,
28,1,15,6,12,9,13,15,11,1,14,4,14,4,15,12,1,7,15,6,
29,1,15,6,15,9,15,15,11,6,15,4,15,4,12,12,2,7,15,9,
30,1,15,15,15,9,15,15,15,6,15,4,15,4,15,12,4,7,15,9,
31,1,15,15,15,7,15,5,15,6,13,4,15,15,15,12,8,7,15,15,
32,1,13,15,15,7,15,5,15,4,15,4,15,15,15,15,8,7,15,15,
33,1,15,15,15,1,15,6,15,4,15,4,13,15,15,15,8,1,15,4,
34,1,15,15,15,1,15,6,15,1,15,1,15,15,15,2,11,1,15,4,
35,1,13,15,15,4,11,6,15,1,15,1,15,15,15,2,11,1,7,4,
36,1,15,15,15,4,15,6,13,1,15,3,14,15,15,1,11,6,14,4,
37,1,15,15,14,4,15,6,15,1,15,3,15,15,15,1,15,6,15,4,
38,1,15,1,15,4,15,15,15,1,15,1,15,15,13,1,15,6,15,4,
39,1,15,1,15,4,15,15,13,1,15,1,13,15,15,1,15,14,13,4,
40,1,13,1,15,1,15,7,15,1,13,1,15,15,15,1,15,14,15,4,
41,1,15,1,15,1,15,7,15,1,15,1,15,15,15,11,15,1,15,4,
42,1,15,1,15,5,15,15,13,1,15,1,15,10,15,11,15,1,15,5,
43,1,13,1,15,5,15,15,15,1,13,1,15,10,14,11,15,3,15,5,
44,1,15,1,15,2,15,14,15,1,15,1,4,10,15,11,15,3,12,5,
45,1,15,1,15,2,15,14,15,2,15,1,8,10,15,11,15,1,15,5,
46,1,15,9,15,1,15,15,15,2,13,1,15,10,15,4,15,1,15,5,
47,1,15,9,15,1,15,15,15,1,15,1,15,10,15,4,15,12,15,1,
48,1,15,1,15,7,15,7,15,1,15,1,15,12,8,4,15,12,15,1,
49,1,15,1,15,7,15,7,15,6,13,1,15,12,15,4,1,12,15,4,
50,1,13,1,15,15,15,15,15,6,15,1,4,12,15,4,2,12,15,4,
