Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,3,12,3,2,3,14,5,15,1,1,6,15,3,14,10,2,15,8,15,5,12,9,12,1,13,15,5,12,12,9,15,10,12,9,11,6,14,8,12,15,15,3,6,1,7,12,11,14,7,2,7,7,1,6,5,6,7,7,14,2,6,3,9,13,8,11,13,13,15,14,11,8,9,13,14,9,3,4,3,7,2,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,5,9,
1,19,3,9,
2,18,3,6,
3,17,2,6,
4,16,2,7,
5,15,1,7,
6,14,6,7,
7,13,6,5,
8,13,6,2,4,12,
9,11,7,2,4,3,
10,9,7,1,9,3,
11,9,7,9,9,9,
12,8,8,9,8,9,
13,8,13,9,13,9,
14,6,13,8,13,8,14,7,
15,5,13,14,13,14,14,6,
16,4,13,15,13,15,13,6,
17,4,13,11,13,11,13,11,
18,3,12,11,12,11,12,11,
19,2,14,11,14,11,14,11,
20,2,15,11,15,11,15,11,
21,2,15,11,15,11,15,11,
22,2,15,14,10,11,10,11,
23,1,7,14,15,11,15,11,
24,1,11,14,15,11,15,11,
25,0,11,13,15,14,10,11,4,5,
26,0,15,13,15,14,15,11,8,5,
27,0,15,13,11,14,15,11,13,5,
28,0,15,6,15,14,15,6,13,5,
29,0,15,6,15,14,15,6,13,8,
30,0,13,6,15,6,11,6,15,8,
31,0,15,6,15,6,15,6,15,8,
32,0,15,6,15,14,15,6,15,6,
33,0,7,6,15,14,3,6,15,6,
34,0,14,6,13,14,6,6,15,14,
35,0,15,6,15,14,12,6,15,14,
36,0,15,6,15,14,15,6,15,11,
37,0,15,10,7,14,15,6,15,11,
38,0,15,10,14,14,12,6,12,11,
39,0,15,8,15,14,15,6,15,11,
40,0,15,8,15,14,15,6,15,11,
41,0,15,6,7,14,15,14,15,6,
42,0,15,6,14,14,15,14,15,6,
43,0,8,6,15,14,13,14,15,14,
44,0,15,6,15,14,15,14,15,14,
45,0,15,6,7,14,15,14,15,6,
46,0,7,6,14,14,15,6,15,6,
47,0,14,6,15,14,15,6,6,6,
48,0,15,6,15,14,15,14,12,6,
49,0,15,6,7,14,15,14,15,6,
50,0,15,14,14,14,15,8,15,6,
