Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,60,60,1,0,20,20,true,3,2,1,32,7,15,54,2,6,16,5,54,5,22,57,60,50,43,9,38,20,26,14,55,3,33,5,16,6,44,8,12,37,60,44,36,7,37,37,4,44,41,57,55,53,36,28,13,47,19,33,51,30,48,5,59,41,34,8,2,45,37,17,17,3,55,38,34,51,39,1,37,43,43,30,4,28,16,54,35,55,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,56,32,
1,20,56,38,
2,19,55,38,
3,18,55,53,
4,18,60,53,
5,18,60,53,
6,18,60,60,
7,18,60,60,
8,18,60,51,
9,18,60,51,
10,18,60,58,
11,18,41,58,
12,17,41,57,
13,17,60,57,
14,17,60,57,
15,17,60,60,
16,17,60,60,
17,17,42,60,
18,17,60,60,
19,17,60,60,
20,17,43,60,
21,17,60,60,
22,17,60,60,
23,17,46,60,
24,17,60,60,
25,17,60,60,
26,17,60,51,
27,17,60,51,
28,17,60,60,
29,17,60,60,
30,17,60,51,
31,17,60,51,
32,17,42,51,
33,16,34,51,
34,16,34,55,
35,15,35,55,
36,15,16,55,
37,14,16,54,
38,14,32,54,
39,14,60,54,
40,14,60,54,
41,14,16,54,
42,14,32,54,
43,14,60,54,
44,14,60,54,
45,14,60,57,
46,14,60,57,
47,14,43,57,
48,14,60,57,
49,14,60,57,
50,14,60,60,
