Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,60,60,1,0,20,20,true,3,9,30,17,1,25,18,6,2,1,10,38,21,56,21,38,42,55,39,8,39,5,51,40,9,45,19,36,42,52,32,9,60,2,17,53,18,26,58,11,26,7,40,54,60,35,47,43,25,25,56,1,15,43,6,43,58,51,50,17,39,34,45,12,38,18,5,36,3,17,3,42,37,31,19,4,10,55,18,56,51,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,28,54,
1,20,56,54,
2,19,56,51,
3,19,51,51,
4,18,51,50,
5,18,60,50,
6,18,60,50,
7,18,60,60,
8,17,54,60,
9,17,54,18,
10,16,55,18,
11,16,60,18,
12,16,60,18,
13,16,60,1,
14,16,60,1,
15,16,60,15,
16,16,60,15,
17,16,60,1,
18,16,60,1,
19,16,18,1,
20,15,18,5,
21,15,18,3,
22,14,17,3,
23,13,36,3,
24,13,60,3,
25,13,60,3,
26,13,39,3,
27,13,60,3,
28,13,60,3,
29,13,22,3,
30,13,44,3,
31,13,44,6,
32,12,43,6,
33,11,43,25,
34,10,43,58,16,39,
35,9,43,37,17,39,
36,8,42,37,12,39,
37,7,12,37,12,38,
38,7,24,37,24,38,
39,7,24,56,24,56,
40,6,25,56,25,56,
41,6,50,56,50,56,
42,6,60,56,60,56,
43,6,60,56,60,56,
44,6,46,56,60,28,
45,6,60,56,60,28,
46,6,60,56,60,36,
47,6,14,56,60,36,
48,6,28,56,60,60,
49,6,56,56,60,60,
50,6,60,56,60,17,
