Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,
50,15,15,1,0,20,10,true,3,11,5,10,14,11,11,2,6,4,2,15,2,13,1,1,5,10,2,12,13,1,8,8,9,3,11,8,11,2,2,8,12,6,9,2,8,13,14,4,4,1,1,8,5,2,10,9,5,2,4,14,4,6,14,10,12,13,4,1,3,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,10,5,3,
1,9,1,3,
2,8,1,1,
3,8,1,4,
4,7,2,4,
5,7,3,4,
6,7,3,4,
7,7,1,4,
8,7,2,4,
9,7,3,4,
10,7,3,4,
11,7,1,4,
12,7,2,4,
13,7,3,4,
14,7,3,4,
15,7,1,4,
16,7,2,4,
17,7,3,4,
18,7,3,4,
19,7,3,1,
20,7,6,1,
21,7,12,1,
22,7,12,4,
23,6,13,4,
24,5,14,4,
25,5,15,4,
26,5,15,4,
27,5,15,3,
28,5,15,3,
29,5,15,7,
30,5,15,7,
31,5,9,7,
32,4,9,5,
33,3,8,5,
34,3,10,5,
35,3,10,5,
36,2,10,13,
37,2,6,13,
38,1,6,14,4,5,
39,1,9,14,8,5,
40,1,9,14,10,5,
41,1,9,15,10,5,
42,1,15,15,10,3,
43,1,15,15,15,3,
44,1,15,6,15,3,
45,1,15,6,15,15,
46,1,15,15,15,15,
47,1,15,15,1,15,
48,1,15,3,2,15,
49,1,15,3,2,11,
50,0,15,13,2,10,
