Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,
50,15,15,1,0,20,10,true,3,13,10,4,15,4,9,2,3,3,13,2,2,3,3,7,12,4,11,5,11,15,12,15,14,8,3,11,2,6,15,6,6,2,14,1,4,12,2,12,14,12,11,3,14,13,4,5,7,10,15,5,8,11,4,9,1,7,1,10,10,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,10,8,6,
1,10,15,6,
2,10,15,6,
3,10,14,6,
4,10,14,4,
5,9,13,4,
6,8,11,4,
7,8,15,4,
8,8,15,4,
9,8,15,11,
10,7,12,11,
11,7,10,11,
12,6,10,10,
13,6,10,14,
14,5,10,15,
15,5,15,15,
16,5,15,15,
17,5,11,15,
18,5,15,15,
19,5,15,15,
20,5,14,15,
21,5,15,15,
22,5,15,15,
23,5,11,15,
24,5,15,15,
25,5,15,15,
26,5,7,15,
27,5,14,15,
28,5,15,15,
29,5,15,15,
30,5,12,15,
31,5,15,15,
32,5,15,15,
33,5,7,15,
34,5,14,15,
35,5,15,15,
36,5,15,15,
37,5,8,15,
38,5,15,15,
39,5,15,15,
40,5,7,15,
41,5,14,15,
42,5,15,15,
43,5,15,15,
44,5,7,15,
45,5,14,15,
46,5,15,15,
47,5,15,15,
48,5,7,15,
49,5,14,15,
50,5,15,15,
