Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,
50,15,15,1,0,20,10,true,3,2,12,15,7,2,8,2,3,2,5,11,15,1,6,4,14,10,3,12,3,12,11,6,1,1,9,3,6,13,13,12,15,9,3,6,3,11,14,5,4,11,8,11,13,10,14,13,1,15,14,12,12,3,15,1,8,3,11,1,12,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,10,8,9,
1,10,11,9,
2,9,11,8,
3,8,11,13,
4,8,11,12,
5,7,12,12,
6,7,3,12,
7,6,3,11,
8,5,3,15,
9,5,10,15,
10,4,10,14,
11,4,10,13,
12,4,1,13,
13,3,1,12,
14,3,1,12,
15,3,1,13,
16,3,2,13,
17,3,4,13,
18,3,8,13,
19,3,12,13,
20,3,12,13,
21,3,12,12,
22,3,15,12,
23,2,15,14,
24,2,15,14,
25,2,15,15,
26,2,15,15,
27,2,13,15,
28,2,15,15,
29,2,15,15,
30,2,15,9,
31,2,15,9,
32,2,15,8,
33,2,15,8,
34,2,15,15,
35,2,15,15,
36,2,13,15,
37,2,15,15,
38,2,15,15,
39,2,13,15,
40,2,15,15,
41,2,15,15,
42,2,15,8,
43,2,15,8,
44,2,3,8,
45,2,6,8,
46,2,12,8,
47,2,15,8,
48,2,15,8,
49,2,15,15,
50,2,15,15,
