Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,
50,15,15,1,0,20,10,true,3,7,12,1,5,8,5,8,15,5,4,5,6,7,15,6,10,2,2,14,11,13,5,14,8,1,8,9,8,8,1,4,7,8,8,10,15,14,14,5,13,5,2,7,4,2,1,15,4,13,7,12,6,15,13,15,7,13,2,6,1,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,10,6,15,
1,10,6,15,
2,10,6,11,
3,10,12,11,
4,9,12,6,
5,9,13,6,
6,8,13,7,
7,7,15,7,
8,6,15,4,
9,5,7,4,
10,5,7,1,
11,4,6,1,
12,3,2,1,
13,3,5,1,
14,2,5,2,
15,1,13,2,
16,1,15,2,
17,0,15,13,15,7,
18,0,15,13,15,7,
19,0,15,15,5,7,
20,0,15,15,10,7,
21,0,15,5,15,7,
22,0,15,5,15,7,
23,0,15,11,11,7,
24,0,15,11,15,7,
25,0,15,15,15,7,
26,0,15,15,15,1,
27,0,13,15,15,1,
28,0,15,15,9,1,
29,0,15,15,15,1,
30,0,11,15,15,1,
31,0,15,15,10,1,
32,0,15,15,15,1,
33,0,11,15,15,1,
34,0,15,15,9,1,
35,0,15,15,15,1,
36,0,14,15,15,1,
37,0,15,15,10,1,
38,0,15,15,15,1,
39,0,15,10,15,1,
40,0,15,10,15,15,
41,0,15,15,15,15,
42,0,15,15,11,15,
43,0,11,15,15,15,
44,0,15,15,15,15,
45,0,15,15,11,15,
46,0,11,15,15,15,
47,0,15,15,15,15,
48,0,15,15,11,15,
49,0,11,15,15,15,
50,0,15,15,15,15,
