Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,
50,15,15,1,0,20,10,true,3,11,14,9,13,10,15,15,13,13,14,11,10,15,10,8,11,15,14,10,6,4,3,8,14,8,4,8,15,10,10,13,10,10,14,4,14,12,14,8,3,15,7,7,5,12,15,5,13,15,3,8,2,9,6,8,12,14,15,10,5,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,10,5,11,
1,10,5,12,
2,9,5,13,
3,9,8,13,
4,8,8,12,
5,8,15,12,
6,8,15,12,
7,8,11,12,
8,8,15,12,
9,8,15,12,
10,8,15,11,
11,8,15,11,
12,8,9,11,
13,8,15,11,
14,8,15,11,
15,8,15,12,
16,8,15,12,
17,8,15,11,
18,8,15,11,
19,8,15,12,
20,8,15,12,
21,8,15,11,
22,8,15,11,
23,8,15,12,
24,8,15,12,
25,8,15,11,
26,8,15,11,
27,8,15,12,
28,8,15,12,
29,8,1,12,
30,8,2,12,
31,8,4,12,
32,8,8,12,
33,8,15,12,
34,8,15,12,
35,8,15,11,
36,8,15,11,
37,8,13,11,
38,8,15,11,
39,8,15,11,
40,8,9,11,
41,8,15,11,
42,8,15,11,
43,8,15,12,
44,8,15,12,
45,8,14,12,
46,8,15,12,
47,8,15,12,
48,8,10,12,
49,8,15,12,
50,8,15,12,
