Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,
50,15,15,1,0,20,10,true,3,3,13,11,3,2,4,9,10,4,7,6,13,7,1,4,10,12,7,14,2,1,12,3,10,9,9,8,5,3,11,6,5,8,1,14,1,11,15,5,8,12,11,7,13,14,3,6,14,8,14,15,3,10,9,10,1,10,5,12,4,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,10,5,7,
1,10,10,7,
2,10,10,6,
3,9,10,5,
4,9,15,5,
5,9,15,4,
6,8,15,3,
7,7,14,3,
8,7,15,3,
9,7,15,3,
10,7,12,3,
11,6,12,4,
12,6,15,4,
13,6,15,4,
14,6,15,1,
15,6,15,1,
16,6,15,14,
17,6,15,14,
18,6,15,15,
19,6,15,15,
20,6,12,15,
21,6,15,15,
22,6,15,15,
23,6,15,9,
24,6,15,9,
25,5,10,9,
26,5,15,9,
27,5,15,9,
28,5,10,9,
29,5,15,9,
30,5,15,9,
31,5,15,1,
32,5,15,1,
33,5,15,10,
34,5,15,10,
35,5,15,14,
36,5,15,14,
37,5,15,1,
38,5,15,1,
39,5,15,13,
40,5,15,13,
41,5,9,13,
42,5,8,13,
43,4,7,13,
44,4,8,13,
45,3,8,14,
46,3,7,14,
47,2,6,14,
48,2,12,14,
49,2,15,14,
50,2,15,14,
