Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,
50,15,15,1,0,20,10,true,3,15,11,4,5,2,5,3,7,3,3,10,3,11,13,7,1,7,8,1,6,5,1,5,7,9,7,6,4,11,15,5,10,10,8,5,2,11,4,9,6,8,7,14,14,12,10,1,2,9,13,11,8,10,10,3,11,13,14,4,13,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,10,1,12,
1,10,3,12,
2,9,3,11,
3,9,3,13,
4,8,4,13,
5,7,9,13,
6,7,9,10,
7,6,10,10,
8,5,12,10,
9,5,12,8,
10,4,11,8,
11,4,15,8,
12,4,15,8,
13,4,15,10,
14,4,15,10,
15,4,15,7,
16,4,15,7,
17,4,10,7,
18,4,15,7,
19,4,15,7,
20,4,15,4,
21,4,15,4,
22,4,12,4,
23,4,12,14,
24,3,13,14,
25,2,14,14,
26,2,15,14,
27,2,15,14,
28,2,15,12,
29,2,15,12,
30,2,15,15,
31,2,15,15,
32,2,15,12,
33,2,15,12,
34,2,15,15,
35,2,15,15,
36,2,12,15,
37,2,15,15,
38,2,15,15,
39,2,15,12,
40,2,15,12,
41,2,1,12,
42,2,2,12,
43,2,4,12,
44,2,8,12,
45,1,8,7,
46,1,8,7,
47,1,6,7,
48,1,8,7,
49,1,8,7,
50,1,6,7,
