Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,
50,15,15,1,0,20,10,true,3,14,9,11,9,14,3,7,11,15,15,3,6,14,13,3,1,15,9,8,3,2,12,2,3,4,11,9,14,3,14,8,5,7,6,15,13,12,2,3,2,14,12,13,12,8,13,13,3,15,3,14,1,13,5,10,11,6,12,7,2,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,10,1,7,
1,10,2,7,
2,10,4,7,
3,10,8,7,
4,9,8,13,
5,9,6,13,
6,8,6,12,
7,8,10,12,
8,7,10,11,
9,7,13,11,
10,6,13,12,
11,5,14,12,
12,5,15,12,
13,5,15,12,
14,5,6,12,
15,5,12,12,
16,5,15,12,
17,5,15,12,
18,5,3,12,
19,5,6,12,
20,5,12,12,
21,5,15,12,
22,5,15,12,
23,5,15,10,
24,5,15,10,
25,5,1,10,
26,5,2,10,
27,5,4,10,
28,5,8,10,
29,5,15,10,
30,5,15,10,
31,5,7,10,
32,5,14,10,
33,5,15,10,
34,5,15,10,
35,5,3,10,
36,5,6,10,
37,5,12,10,
38,5,12,5,
39,4,13,5,
40,3,13,3,
41,3,13,2,
42,3,13,1,
43,2,14,1,
44,2,15,1,
45,1,15,3,
46,1,15,3,
47,1,15,1,
48,1,15,1,
49,1,8,1,
50,1,7,1,
