Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,3,0,20,20,true,3,2,7,12,11,12,8,6,2,15,2,7,10,13,10,8,3,15,6,8,12,10,9,2,8,8,2,11,12,11,8,9,4,15,13,15,3,12,12,11,11,5,10,2,4,4,10,3,6,11,7,3,8,6,10,7,14,4,5,7,8,2,12,6,13,3,10,12,5,6,15,2,5,5,11,10,6,3,11,14,4,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,
0,20,11,6,1,6,7,11,
1,17,10,6,3,6,5,11,
2,15,11,6,3,8,5,10,
3,12,11,7,3,10,4,10,
4,10,11,5,3,11,6,10,
5,8,12,5,2,11,6,13,
6,5,4,5,2,12,6,15,
7,4,2,5,4,12,6,14,
8,2,2,4,7,12,7,14,
9,2,4,4,7,12,14,14,
10,1,8,4,1,12,14,4,
11,1,8,8,2,12,15,4,
12,0,7,8,4,12,15,4,
13,0,10,8,7,12,15,5,
14,0,10,8,7,12,15,5,
15,0,10,6,4,12,1,5,
16,0,14,6,7,12,2,5,
17,0,14,6,7,12,4,5,
18,0,2,6,7,15,8,5,
19,0,4,6,14,15,15,5,
20,0,8,6,15,15,15,5,
21,0,14,6,15,15,9,5,
22,0,14,6,15,14,15,5,
23,0,14,1,15,14,15,5,
24,0,15,1,13,14,10,5,
25,0,15,1,15,14,15,5,
26,0,13,1,15,14,15,5,
27,0,15,1,15,15,1,5,
28,0,15,1,15,15,2,5,
29,0,5,1,15,14,4,5,
30,0,10,1,15,14,8,5,
31,0,15,1,15,15,15,5,
32,0,15,1,15,15,15,5,
33,0,11,1,13,15,15,4,
34,0,15,1,15,15,15,4,
35,0,15,1,15,15,10,4,
36,0,3,1,11,15,15,4,
37,0,6,1,15,15,15,4,
38,0,12,1,15,15,10,4,
39,0,15,1,15,14,15,4,
40,0,15,1,15,14,15,4,
41,0,12,1,15,15,15,5,
42,0,15,1,15,15,15,5,
43,0,15,1,15,14,15,4,
44,0,4,1,15,14,15,4,
45,0,8,1,15,15,10,4,
46,0,15,1,15,15,15,4,
47,0,15,1,15,14,15,4,
48,0,9,1,15,14,15,5,
49,0,15,1,1,14,15,5,
50,0,15,1,2,14,15,4,
