Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,3,0,20,20,true,3,8,13,10,8,12,12,4,9,9,15,13,7,3,4,5,8,2,11,2,7,5,12,4,15,12,8,10,14,15,9,4,10,2,15,13,12,1,7,11,5,5,14,2,13,12,14,9,3,8,14,3,14,8,5,11,14,3,2,7,6,6,7,14,11,6,11,15,10,9,12,5,4,7,9,15,3,13,6,4,12,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,
0,20,1,2,4,3,13,2,
1,17,3,2,9,3,13,6,
2,16,6,2,15,3,15,6,
3,15,6,7,15,3,15,6,
4,14,6,11,9,3,15,1,
5,12,14,11,9,12,15,1,
6,12,14,10,9,14,15,8,
7,10,15,10,8,14,15,8,
8,9,7,10,5,14,13,8,
9,7,7,9,3,14,15,8,
10,6,7,6,3,13,15,8,
11,5,7,5,2,13,13,8,
12,4,8,5,4,13,15,8,
13,3,5,5,4,12,15,8,
14,2,5,4,4,12,15,1,
15,2,10,4,3,12,15,1,
16,2,15,4,4,12,15,4,
17,2,15,4,4,12,15,4,
18,2,15,8,4,14,15,8,
19,2,15,8,8,14,15,8,
20,2,14,8,7,14,15,1,
21,2,15,8,7,13,15,1,
22,2,15,8,7,13,15,5,
23,2,15,5,7,10,15,5,
24,2,15,5,14,10,12,5,
25,2,15,1,15,10,15,5,
26,2,15,1,15,10,15,5,
27,2,15,8,15,14,15,8,
28,1,15,8,12,14,15,8,
29,0,13,8,11,14,13,8,
30,0,15,8,15,14,15,8,
31,0,15,8,15,14,15,8,7,13,
32,0,14,8,11,14,13,8,7,13,
33,0,15,8,15,14,15,8,1,13,
34,0,15,8,15,14,15,8,2,13,
35,0,14,8,15,15,13,8,4,13,
36,0,15,8,15,15,15,8,7,13,
37,0,15,8,10,15,15,8,7,13,
38,0,13,8,15,15,15,5,7,5,
39,0,15,8,15,15,15,5,10,5,
40,0,15,8,15,10,15,1,10,5,
41,0,15,1,15,10,15,1,8,5,
42,0,15,1,15,11,15,8,10,5,
43,0,15,8,15,11,15,8,10,5,
44,0,15,8,6,11,13,8,1,5,
45,0,15,1,12,11,15,8,2,5,
46,0,15,1,15,11,15,8,4,5,
47,0,15,3,15,11,13,8,8,5,
48,0,15,3,8,11,15,8,10,5,
49,0,8,3,15,11,15,8,10,5,
50,0,15,3,15,11,13,8,4,5,
