Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,3,0,20,20,true,3,13,11,11,12,7,7,8,7,10,3,7,4,9,3,5,8,6,15,2,10,6,13,8,2,6,8,4,8,11,2,3,7,5,1,5,12,7,14,10,7,1,6,13,5,1,12,2,9,5,2,13,4,3,5,6,11,12,1,11,8,10,6,9,5,5,5,15,13,9,9,13,7,9,1,14,10,2,6,3,6,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,
0,20,6,10,12,3,6,11,
1,18,14,10,12,1,1,11,
2,16,14,7,9,1,1,12,
3,14,13,7,15,1,1,6,
4,12,13,5,15,1,2,6,
5,9,13,4,15,15,3,6,
6,8,9,4,15,15,3,5,
7,6,9,5,7,15,5,5,
8,4,9,9,14,15,5,2,
9,3,2,9,15,15,7,2,
10,3,11,9,15,15,7,2,
11,2,11,8,7,15,7,3,
12,2,11,6,14,15,8,3,
13,1,10,6,15,15,8,3,
14,1,15,6,15,15,1,3,
15,1,15,6,15,4,2,3,
16,1,15,1,15,4,4,3,
17,1,15,1,15,7,8,3,
18,1,6,1,15,7,8,3,
19,1,12,1,15,5,8,6,
20,1,15,1,15,5,15,6,
21,1,15,1,15,14,15,6,
22,1,15,7,15,14,15,1,
23,1,15,7,15,15,15,1,
24,1,11,7,15,15,6,1,
25,1,15,7,13,15,12,1,
26,1,15,7,15,15,15,1,
27,1,15,1,15,15,15,1,
28,1,15,1,8,15,6,1,
29,1,15,4,15,15,12,1,
30,1,15,4,15,15,15,1,
31,1,8,4,15,14,15,1,
32,1,15,4,15,14,15,3,
33,1,15,4,15,15,15,3,
34,1,15,5,15,15,15,1,
35,1,15,5,10,15,15,1,
36,1,15,9,15,15,6,1,
37,1,15,9,15,15,12,1,
38,1,15,2,15,13,15,1,
39,1,15,2,15,13,15,1,
40,1,12,2,15,10,15,15,
41,1,15,2,15,10,15,15,
42,1,15,2,7,10,14,15,
43,1,15,1,14,10,15,15,
44,1,15,1,15,10,15,15,
45,1,15,10,15,10,15,8,
46,1,15,10,15,15,15,8,
47,1,15,13,15,15,15,4,
48,1,15,13,15,7,15,4,
49,1,15,15,15,7,8,4,
50,1,15,15,11,7,15,4,
