Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,3,0,20,20,true,3,11,9,7,7,6,10,14,10,2,9,2,4,10,12,1,13,12,2,6,9,5,14,12,9,5,15,1,15,6,14,4,1,14,2,15,5,11,13,6,13,15,10,13,6,10,15,8,3,13,2,4,7,8,15,9,14,12,11,1,8,8,7,7,11,8,6,5,5,10,2,7,6,9,5,10,5,15,1,2,1,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,
0,20,2,15,1,12,10,2,
1,18,4,15,1,8,10,5,
2,17,4,15,4,8,9,5,
3,16,4,9,4,7,8,5,
4,15,4,5,4,5,8,6,
5,13,5,5,5,5,7,6,
6,13,10,5,10,5,8,6,
7,12,13,5,13,5,8,7,
8,11,13,6,13,6,8,4,
9,9,13,2,13,2,8,3,
10,9,13,2,13,2,15,3,
11,8,13,9,13,15,15,1,
12,7,15,9,10,15,15,1,
13,5,15,10,8,15,5,1,
14,5,15,10,8,14,10,1,
15,4,15,15,9,14,15,1,
16,4,15,15,15,14,15,1,
17,4,15,6,15,14,15,4,
18,4,15,6,15,6,15,4,
19,4,15,9,15,6,15,1,
20,4,15,9,15,8,15,1,
21,4,15,6,15,8,15,4,
22,4,15,6,15,15,15,4,
23,4,14,6,15,15,15,1,
24,4,15,6,15,14,15,1,
25,4,15,6,15,14,12,1,
26,4,8,6,15,15,15,1,
27,4,8,11,15,15,15,1,
28,3,7,11,6,15,9,1,
29,2,12,11,12,15,15,1,
30,2,15,11,15,15,15,1,
31,2,15,11,15,15,14,1,
32,2,15,14,8,15,15,1,
33,2,15,14,15,15,15,1,
34,2,7,14,15,15,14,1,
35,2,14,14,15,6,15,1,
36,2,15,14,15,6,15,1,
37,2,15,14,9,6,5,1,
38,2,7,14,15,6,10,1,
39,2,14,14,15,6,15,1,
40,2,15,14,15,15,15,1,
41,2,15,14,15,15,15,4,
42,2,15,7,15,6,15,4,
43,2,15,7,15,6,15,1,
44,2,8,7,15,14,15,1,
45,2,15,7,15,14,13,1,
46,2,15,7,7,14,15,1,
47,2,13,7,14,14,15,1,
48,2,15,7,15,14,8,1,
49,2,15,7,15,14,15,1,
50,2,15,6,15,6,15,1,
