Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,3,0,20,20,true,3,4,13,10,14,3,7,6,10,10,13,1,7,9,5,10,12,7,11,2,3,5,15,1,1,3,2,11,12,14,5,1,15,10,4,13,7,4,5,6,5,9,7,7,2,9,14,2,14,3,1,4,4,15,12,9,15,1,11,4,1,15,1,10,8,3,9,13,4,13,14,7,14,14,10,12,9,9,1,11,9,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,
0,20,11,6,8,1,3,12,
1,18,11,9,9,1,3,10,
2,15,12,9,4,1,3,9,
3,14,10,9,3,1,6,9,
4,12,10,8,15,1,12,9,
5,11,10,7,15,12,14,9,
6,9,9,7,15,10,14,10,
7,8,9,14,15,10,15,10,
8,7,9,15,15,11,15,10,
9,7,7,15,15,11,15,15,
10,5,7,14,15,14,13,15,13,4,
11,3,2,14,13,14,13,14,15,4,
12,3,2,11,15,14,15,14,15,4,
13,2,1,11,15,14,15,14,14,4,
14,2,2,11,15,15,15,15,15,4,
15,2,4,11,15,15,15,15,15,4,
16,2,6,11,15,11,6,15,11,4,
17,2,6,11,15,11,12,15,15,4,
18,2,6,15,8,11,15,15,15,4,
19,2,12,15,8,2,15,15,12,4,
20,1,15,15,7,2,12,15,15,4,
21,1,15,15,14,2,15,15,15,4,
22,1,15,8,15,2,15,15,11,4,
23,1,15,8,15,2,13,15,15,4,
24,1,15,2,15,1,15,15,15,4,
25,1,15,2,15,1,15,15,15,3,
26,1,15,1,15,14,6,15,15,3,
27,1,15,1,15,14,12,15,3,3,
28,1,15,6,15,3,15,15,4,3,
29,0,15,6,4,3,15,15,4,4,
30,0,15,1,8,3,6,15,8,4,
31,0,15,1,15,3,12,15,9,4,
32,0,15,12,15,3,15,15,9,4,
33,0,15,12,15,4,15,15,1,4,
34,0,15,1,15,4,14,15,2,4,
35,0,15,1,15,13,15,15,4,4,
36,0,13,1,15,13,15,15,8,4,
37,0,15,1,15,15,15,6,9,4,
38,0,15,1,15,15,15,6,9,4,
39,0,15,3,6,15,15,15,1,4,
40,0,15,3,12,15,15,15,2,4,
41,0,3,3,15,15,15,14,4,4,
42,0,6,3,15,15,15,14,8,4,
43,0,12,3,6,15,15,3,9,4,
44,0,15,3,12,15,15,3,9,4,
45,0,15,3,15,15,15,1,9,1,
46,0,11,3,15,15,15,1,15,1,
47,0,15,3,6,15,11,1,15,1,
48,0,15,3,12,15,15,1,10,1,
49,0,15,1,15,15,15,1,15,1,
50,0,15,1,15,15,7,1,15,1,
