Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,3,0,20,20,true,3,3,10,13,3,14,4,2,2,8,7,4,1,6,4,11,12,7,3,6,2,1,10,7,14,5,2,7,7,13,6,7,5,1,12,15,3,14,14,1,9,14,6,1,3,4,8,4,9,9,6,8,12,5,3,12,14,8,13,13,12,7,2,10,10,12,13,15,8,8,2,11,1,9,5,14,1,5,9,12,4,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,
0,20,3,6,1,1,1,2,
1,19,3,8,1,3,1,3,
2,17,4,8,5,3,5,3,
3,15,4,9,5,9,5,8,
4,15,8,9,10,9,10,8,
5,13,8,12,10,10,10,10,
6,12,8,13,10,6,10,6,
7,10,12,13,9,6,9,6,
8,8,12,14,9,5,9,5,
9,8,12,12,9,2,9,2,
10,6,13,12,8,2,8,2,
11,5,15,12,7,2,7,2,
12,4,15,8,11,2,11,2,
13,3,15,6,11,1,11,1,10,12,
14,1,14,6,14,1,14,1,10,12,
15,1,15,6,15,1,15,1,10,1,
16,1,15,6,15,1,15,1,15,1,
17,1,15,4,15,2,15,2,15,1,
18,1,15,4,15,2,15,2,5,1,
19,1,15,13,10,2,15,1,10,1,
20,1,15,13,15,2,15,1,15,1,
21,1,15,4,15,2,10,1,15,1,
22,1,15,4,15,1,15,1,11,1,
23,1,15,8,15,1,15,1,11,4,
24,0,15,8,5,1,15,2,12,4,
25,0,15,15,10,1,15,2,13,4,
26,0,15,15,15,1,15,1,13,4,
27,0,15,10,15,1,15,1,10,4,
28,0,15,10,9,1,5,1,13,4,
29,0,4,10,15,1,10,1,13,4,
30,0,8,10,15,1,15,1,13,5,
31,0,15,10,7,1,15,1,15,5,
32,0,15,10,14,1,15,2,15,5,
33,0,15,15,15,1,15,2,13,5,
34,0,15,15,15,1,11,2,15,5,
35,0,8,15,15,2,15,2,15,5,
36,0,15,15,15,2,15,2,14,5,
37,0,15,15,7,2,14,2,15,5,
38,0,3,15,14,2,15,2,15,5,
39,0,6,15,15,2,15,2,15,4,
40,0,12,15,15,2,7,2,15,4,
41,0,15,15,13,2,14,2,15,15,
42,0,15,15,15,2,15,2,15,15,
43,0,15,4,15,2,15,2,15,4,
44,0,15,4,7,2,15,1,15,4,
45,0,15,13,14,2,15,1,15,14,
46,0,15,13,15,2,15,2,15,14,
47,0,15,6,15,2,15,2,15,9,
48,0,15,6,15,1,15,1,15,9,
49,0,14,6,15,1,15,1,4,9,
50,0,15,6,5,1,15,2,8,9,
