Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,1,20,20,true,3,6,4,11,5,4,15,6,1,1,3,7,5,15,9,8,9,13,9,4,2,4,5,10,9,10,3,3,2,9,4,6,15,7,8,7,1,2,15,11,8,4,10,3,3,11,14,6,10,15,4,2,5,5,2,3,9,4,1,5,7,3,13,15,15,12,6,11,12,12,5,14,2,14,4,10,8,11,2,12,1,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Predator 1 X-Pos,Predator 1 Y-Pos,
0,20,12,15,
1,19,4,6,15,15,
2,19,4,7,11,15,
3,18,4,8,11,14,
4,17,4,9,11,12,
5,17,5,9,3,12,
6,16,6,9,3,13,
7,15,7,9,3,9,
8,15,3,9,3,3,
9,15,3,10,
10,15,4,10,
11,15,4,11,
12,15,4,12,
13,15,5,12,
14,15,6,12,
15,15,6,13,
16,15,7,13,
17,15,8,13,
18,15,9,13,
19,15,10,13,
20,15,10,14,
21,15,11,14,
22,15,11,15,
23,15,11,15,
24,15,12,15,
25,15,13,15,
26,15,14,15,
27,15,15,15,
28,15,15,15,
29,15,15,15,
30,15,15,15,
31,15,15,15,
32,15,15,15,
33,15,15,15,
34,15,15,15,
35,15,15,15,
36,15,15,15,
37,15,15,15,
38,15,15,15,
39,15,15,15,
40,15,15,15,
41,15,15,15,
42,15,15,15,
43,15,15,15,
44,15,15,15,
45,15,15,15,
46,15,15,15,
47,15,15,15,
48,15,15,15,
49,15,15,15,
50,15,15,15,
