Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,1,20,20,true,3,10,13,4,7,13,6,7,2,8,10,13,10,2,15,9,11,7,8,15,5,1,14,10,14,6,12,1,8,12,2,5,15,15,10,12,13,11,4,14,15,5,1,5,3,12,15,8,9,12,11,6,14,8,2,14,13,13,2,2,6,3,9,13,3,14,9,9,5,11,2,2,1,6,15,9,14,7,10,14,12,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Predator 1 X-Pos,Predator 1 Y-Pos,
0,20,9,15,
1,19,8,13,9,14,
2,18,8,14,6,14,
3,18,6,14,6,15,
4,18,7,14,
5,18,7,15,
6,18,7,15,
7,18,7,15,
8,18,8,15,
9,18,8,15,
10,18,8,15,
11,18,9,15,
12,18,9,15,
13,18,10,15,
14,18,10,15,
15,18,10,15,
16,18,10,15,
17,18,11,15,
18,18,12,15,
19,18,12,15,
20,18,12,15,
21,18,12,15,
22,18,12,15,
23,18,12,15,
24,18,13,15,
25,18,14,15,
26,18,14,15,
27,18,15,15,
28,18,15,15,
29,18,15,15,
30,18,15,15,
31,18,15,15,
32,18,15,15,
33,18,15,15,
34,18,15,15,
35,18,15,15,
36,18,15,15,
37,18,15,15,
38,18,15,15,
39,18,15,15,
40,18,15,15,
41,18,15,15,
42,18,15,15,
43,18,15,15,
44,18,15,15,
45,18,15,15,
46,18,15,15,
47,18,15,15,
48,18,15,15,
49,18,15,15,
50,18,15,15,
