Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,3,3,11,10,14,2,9,2,13,13,6,15,3,15,9,7,10,9,14,1,7,4,6,12,2,9,1,6,8,10,15,11,11,14,4,4,7,1,9,12,6,14,3,13,11,8,4,5,14,14,7,13,8,8,3,11,6,4,14,9,12,15,2,12,9,8,8,15,13,12,15,8,15,10,10,2,5,13,13,12,4,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,6,1,
1,20,8,1,
2,19,8,3,
3,18,8,4,
4,17,12,4,
5,17,13,4,
6,17,13,3,
7,16,14,3,
8,16,14,2,
9,15,15,2,
10,15,15,2,
11,15,13,2,
12,15,15,2,
13,15,15,2,
14,15,13,2,
15,15,15,2,
16,15,15,2,
17,15,13,2,
18,15,15,2,
19,15,15,2,
20,15,13,2,
21,15,15,2,
22,15,15,2,
23,15,13,2,
24,15,15,2,
25,15,15,2,
26,15,13,2,
27,15,15,2,
28,15,15,2,
29,15,15,1,
30,15,15,1,
31,15,15,2,
32,15,15,2,
33,15,15,1,
34,15,15,1,
35,15,15,2,
36,15,15,2,
37,15,13,2,
38,15,15,2,
39,15,15,2,
40,15,13,2,
41,15,15,2,
42,15,15,2,
43,15,15,1,
44,15,15,1,
45,15,15,2,
46,15,15,2,
47,15,15,1,
48,15,15,1,
49,15,15,2,
50,15,15,2,
