Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,10,20,true,3,4,13,13,1,14,15,7,13,3,3,9,14,8,11,6,7,14,14,2,10,7,7,14,4,3,10,1,15,5,12,10,3,14,6,7,11,2,8,2,5,1,3,2,13,15,13,2,9,11,3,3,1,4,14,5,15,4,6,3,14,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,5,15,
1,20,5,14,
2,19,4,14,
3,18,3,14,
4,18,3,13,
5,17,2,13,
6,17,2,15,
7,16,1,15,
8,16,2,15,
9,16,4,15,
10,16,8,15,
11,16,13,15,
12,16,13,15,
13,16,13,7,
14,16,13,6,
15,15,14,6,
16,14,14,4,
17,14,15,4,
18,14,15,4,
19,14,15,3,
20,14,15,3,
21,14,15,1,
22,14,15,1,
23,14,14,1,
24,14,15,1,
25,14,15,1,
26,14,14,1,
27,14,15,1,
28,14,15,1,
29,14,15,2,
30,14,15,2,
31,14,15,1,
32,14,15,1,
33,14,14,1,
34,14,15,1,
35,14,15,1,
36,14,15,3,
37,14,15,3,
38,14,15,6,
39,14,15,6,
40,13,15,15,
41,13,15,15,
42,13,15,12,
43,13,15,12,
44,13,15,14,
45,13,15,14,
46,13,15,15,
47,13,15,15,
48,13,15,11,
49,13,15,11,
50,13,9,11,
