Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,3,8,11,1,14,1,8,15,8,14,8,5,2,1,3,12,5,10,3,15,2,4,13,15,2,5,11,13,10,12,12,12,4,7,12,2,14,11,9,6,9,1,11,8,7,13,1,4,5,8,13,12,11,14,7,10,6,14,4,9,2,10,3,5,14,3,10,4,11,12,10,14,5,13,10,3,9,13,9,9,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,1,14,5,11,3,7,7,8,
1,17,2,14,5,13,3,5,5,8,
2,16,4,14,7,13,6,5,4,8,
3,13,6,14,9,13,6,14,4,9,
4,12,7,14,9,9,6,13,2,9,
5,11,7,14,7,9,6,10,2,10,
6,10,7,2,7,10,7,10,4,10,
7,10,9,2,14,10,14,10,4,10,
8,8,9,1,14,3,14,3,1,10,
9,7,9,3,10,3,10,3,2,10,
10,6,10,3,10,4,10,4,4,10,
11,6,15,3,10,8,10,3,4,10,
12,5,15,3,11,8,10,2,4,8,
13,4,15,11,11,12,10,1,8,8,
14,4,15,11,11,11,10,1,15,8,
15,4,15,15,11,10,10,10,15,8,
16,4,15,15,11,9,10,9,5,8,
17,4,14,15,11,8,10,8,10,8,
18,4,15,15,15,8,10,7,15,8,
19,4,15,15,15,8,10,6,15,8,
20,4,14,15,15,11,10,5,13,8,
21,4,15,15,15,11,10,4,13,11,
22,3,15,15,15,5,10,3,13,12,
23,3,14,15,15,5,10,2,15,12,
24,3,15,15,15,12,10,1,15,12,
25,3,15,15,15,12,10,1,13,12,
26,3,14,15,15,8,3,1,15,12,
27,3,15,15,15,8,6,1,15,12,
28,3,15,15,4,8,10,1,15,6,
29,3,14,15,8,8,10,1,15,6,
30,3,15,15,15,8,7,1,10,6,
31,3,15,15,15,8,10,1,15,6,
32,3,15,14,15,15,10,1,15,6,
33,3,15,14,15,15,10,10,15,10,
34,3,13,14,15,5,10,9,15,10,
35,2,11,14,15,5,10,8,6,10,
36,1,10,14,15,6,10,7,12,10,
37,1,15,14,15,6,15,7,15,10,
38,1,15,14,15,15,15,7,15,10,
39,1,9,14,15,15,5,7,15,4,
40,1,15,14,14,15,10,7,15,4,
41,1,15,14,15,15,15,7,15,13,
42,1,15,15,15,15,15,7,15,13,
43,1,15,15,14,15,15,11,15,7,
44,1,15,12,15,15,15,11,15,7,
45,1,15,12,15,15,15,15,15,15,
46,1,15,15,14,15,15,15,15,15,
47,1,15,15,15,15,14,15,15,3,
48,1,15,1,15,15,15,15,15,3,
49,1,15,1,14,15,15,15,15,1,
50,1,15,11,15,15,15,9,15,1,
