Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,12,3,4,10,10,13,4,8,1,10,11,8,7,10,12,9,13,2,3,10,2,3,8,9,15,6,6,4,1,1,13,1,9,14,2,4,13,6,14,4,2,9,10,3,11,12,11,3,1,6,8,3,6,3,15,2,3,8,7,1,1,11,3,13,5,9,12,1,11,9,11,6,7,7,9,1,7,15,4,2,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,12,6,9,9,6,6,11,8,
1,18,11,6,11,9,7,6,11,9,
2,16,11,4,11,12,7,7,11,12,
3,15,11,3,15,12,14,7,11,3,
4,14,10,3,15,12,15,7,10,3,
5,13,8,3,15,15,15,7,8,3,
6,12,6,3,15,15,1,7,6,3,
7,10,6,1,7,15,1,6,6,1,
8,9,7,1,14,15,2,6,7,1,
9,8,9,1,15,15,2,8,9,1,
10,6,11,1,15,15,3,8,12,1,
11,6,12,1,8,15,2,8,4,1,
12,4,12,1,15,15,2,9,4,2,
13,4,2,1,15,15,4,9,8,2,
14,3,4,1,15,9,5,9,8,1,
15,3,8,1,15,9,7,9,12,1,
16,3,12,1,14,9,7,9,12,1,
17,3,12,1,15,9,7,8,12,2,
18,3,2,1,15,9,14,8,12,1,
19,3,4,1,15,15,15,8,12,1,
20,3,8,1,15,15,15,8,11,1,
21,3,12,1,13,15,15,7,12,1,
22,3,12,1,15,15,15,7,12,1,
23,3,12,2,15,15,10,7,7,1,
24,3,12,2,12,15,15,7,12,1,
25,3,12,1,15,15,15,7,12,1,
26,3,12,1,15,15,15,15,12,2,
27,3,12,2,15,7,15,15,12,1,
28,3,12,2,15,7,6,15,12,1,
29,3,1,2,15,15,12,15,2,1,
30,3,2,2,15,15,15,15,4,1,
31,3,4,2,13,15,15,15,8,1,
32,3,8,2,15,15,6,15,12,1,
33,3,12,2,15,15,12,15,12,1,
34,3,12,2,15,7,15,15,12,2,
35,3,3,2,15,7,15,15,12,1,
36,3,6,2,8,7,15,9,12,1,
37,3,12,2,15,7,15,9,5,1,
38,3,12,2,15,7,15,12,10,1,
39,3,8,2,15,15,15,12,12,1,
40,3,12,2,15,15,15,7,12,1,
41,3,12,2,7,15,15,7,12,2,
42,3,12,1,14,15,15,15,12,1,
43,3,12,1,15,15,15,15,12,1,
44,3,5,1,15,15,15,7,5,1,
45,3,10,1,15,7,15,7,10,1,
46,3,12,1,15,7,8,7,12,1,
47,3,12,1,15,12,15,7,12,1,
48,3,12,2,15,12,15,7,7,1,
49,3,12,2,15,15,15,15,12,1,
50,3,1,2,15,15,15,15,12,1,
