Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,11,4,3,4,2,15,6,13,10,10,12,3,12,15,14,2,15,1,13,5,6,12,6,9,4,11,13,13,9,8,9,3,3,10,14,10,14,15,11,10,8,5,13,9,7,12,4,1,3,9,6,10,5,8,4,8,5,1,6,1,10,12,9,13,14,8,6,5,8,4,13,11,14,6,7,2,14,13,11,15,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,10,15,7,5,9,13,2,5,
1,18,11,15,6,5,9,12,6,5,
2,16,11,12,8,5,10,12,8,5,
3,14,7,12,8,4,7,12,8,4,
4,13,7,10,8,2,7,2,8,2,
5,12,6,10,6,2,7,1,6,2,
6,11,9,10,6,1,6,1,6,1,
7,10,9,10,5,1,5,1,5,1,
8,9,9,9,4,1,4,1,4,1,
9,7,13,9,8,1,4,8,4,8,
10,5,13,11,14,1,5,8,5,8,
11,5,13,8,14,1,3,8,5,7,
12,3,14,8,2,1,3,9,14,7,
13,2,14,6,4,1,5,9,14,6,
14,2,15,6,8,1,5,9,14,5,
15,2,15,6,14,1,5,1,14,4,
16,2,15,2,14,1,10,1,14,3,
17,2,15,2,10,1,14,1,13,3,
18,2,15,15,14,1,14,1,15,3,
19,2,15,13,14,1,12,1,15,13,
20,1,14,13,12,1,14,1,14,13,
21,1,15,13,14,1,14,1,15,13,
22,1,15,13,14,1,10,1,15,13,
23,1,15,15,8,1,14,1,15,5,
24,1,15,15,14,1,14,1,15,5,
25,1,15,2,14,1,1,1,14,5,
26,1,15,2,2,1,2,1,15,5,
27,1,15,7,4,1,4,1,15,5,
28,1,15,7,8,1,8,1,14,5,
29,1,6,7,14,1,14,1,15,5,
30,1,12,7,14,1,14,1,15,5,
31,1,15,7,13,1,11,1,15,15,
32,1,15,7,14,1,14,1,15,15,
33,1,13,7,14,1,14,1,15,9,
34,1,15,7,8,1,11,1,15,9,
35,1,15,7,14,1,14,1,15,2,
36,1,9,7,14,1,14,1,15,2,
37,1,15,7,1,1,9,1,15,11,
38,1,15,7,2,1,14,1,15,11,
39,1,15,2,4,1,14,1,7,11,
40,1,15,2,8,1,11,1,14,11,
41,1,15,8,14,1,14,1,15,11,
42,1,15,8,14,1,14,1,15,11,
43,1,15,4,10,1,1,1,5,11,
44,1,15,4,14,1,2,1,10,11,
45,1,15,14,14,1,4,1,15,11,
46,1,15,14,11,1,8,1,15,11,
47,1,2,14,14,1,14,1,15,15,
48,1,4,14,14,1,14,1,15,15,
49,1,8,14,10,1,1,1,15,7,
50,1,15,14,14,1,2,1,15,7,
