Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,3,14,10,11,13,12,5,15,6,2,15,9,2,2,10,5,5,10,15,7,15,2,3,9,6,5,12,15,10,7,8,4,5,9,6,9,8,10,4,15,3,5,12,1,13,7,13,8,6,13,2,4,15,11,11,4,11,15,11,9,9,14,5,12,15,1,3,13,11,14,4,6,8,1,3,12,14,7,13,1,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,1,1,3,12,6,15,1,11,
1,18,8,1,3,13,6,14,5,11,
2,15,12,1,6,13,6,13,5,12,
3,14,13,1,9,13,12,13,10,12,
4,12,15,1,9,14,11,13,10,14,
5,11,14,1,11,14,11,14,11,14,
6,9,14,7,11,15,11,15,11,15,
7,7,13,7,11,9,11,15,11,9,
8,5,13,8,11,4,6,15,11,4,
9,5,15,8,15,4,11,15,15,4,
10,5,14,8,15,4,11,15,15,4,
11,5,14,11,15,3,11,4,15,5,
12,4,15,11,15,3,15,4,15,4,
13,4,15,11,15,4,15,4,15,4,
14,4,15,10,15,4,15,3,9,4,
15,4,15,10,15,6,15,3,15,4,
16,3,10,10,4,6,10,3,15,4,
17,3,15,10,4,5,15,3,15,3,
18,2,15,10,3,5,15,3,15,3,
19,2,9,10,3,4,6,3,15,6,
20,1,15,10,2,4,12,3,15,6,
21,1,15,10,4,4,15,3,6,6,
22,1,15,15,7,4,15,3,12,6,15,4,
23,1,15,15,7,4,11,3,15,6,15,4,
24,1,13,15,7,1,15,3,15,6,11,4,
25,1,15,15,14,1,15,3,15,3,15,4,
26,1,15,15,15,1,1,3,15,3,15,4,
27,1,13,15,15,1,2,3,15,6,11,4,
28,1,15,15,12,1,4,3,15,6,15,4,
29,1,15,15,15,1,8,3,15,3,15,4,
30,1,15,14,15,1,15,3,15,3,15,3,
31,1,15,14,4,1,15,3,10,3,15,3,
32,1,4,14,8,1,15,6,15,3,3,3,
33,1,8,14,15,1,15,6,15,3,6,3,
34,1,15,14,15,1,15,3,12,3,12,3,
35,1,15,14,1,1,15,3,15,3,15,3,
36,1,15,15,2,1,12,3,15,3,15,3,
37,1,15,15,4,1,15,3,15,5,15,6,
38,1,15,10,8,1,15,3,15,5,15,6,
39,1,15,10,15,1,15,6,15,6,15,3,
40,1,15,15,15,1,15,6,15,6,15,3,
41,1,15,15,5,1,1,6,11,6,15,4,
42,1,13,15,10,1,2,6,15,6,15,4,
43,1,15,15,15,1,4,6,15,6,15,5,
44,1,15,15,15,1,8,6,15,4,15,5,
45,1,13,15,14,1,15,6,15,4,15,3,
46,1,15,15,15,1,15,6,12,4,15,3,
47,1,15,15,15,1,11,6,15,4,4,3,
48,1,15,10,6,1,15,6,15,4,8,3,
49,1,15,10,12,1,15,6,15,3,15,3,
50,1,15,15,15,1,15,3,15,3,15,3,
