Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,1,2,13,12,2,4,14,14,15,5,5,9,4,11,15,11,9,14,12,13,9,9,3,12,7,4,9,5,3,1,6,7,12,15,11,10,13,10,6,9,10,10,9,12,8,15,8,8,5,6,15,4,12,12,1,7,9,1,5,2,10,1,3,8,14,4,14,15,13,6,5,10,15,6,4,6,7,15,10,4,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,2,5,5,6,4,14,14,13,
1,19,4,5,4,6,7,14,14,12,
2,18,4,2,4,8,7,15,14,11,
3,15,5,2,3,8,8,15,14,10,
4,13,9,2,8,8,8,8,14,4,
5,11,9,1,8,12,8,12,15,4,
6,8,10,1,9,12,9,12,10,4,
7,6,10,10,12,12,12,12,10,10,
8,5,5,10,12,6,12,6,5,10,
9,4,10,10,13,6,13,6,10,10,
10,3,10,10,15,6,15,6,10,10,
11,3,10,6,15,6,1,6,8,10,
12,2,1,6,15,10,1,7,10,10,
13,2,2,6,15,10,2,7,10,10,
14,2,4,6,14,10,4,7,1,10,
15,2,8,6,14,9,5,7,2,10,
16,2,15,6,15,9,5,7,4,10,
17,2,15,6,15,9,1,7,8,10,
18,2,15,10,15,10,2,7,10,10,
19,2,15,10,15,10,4,7,10,10,
20,2,14,10,14,10,5,7,10,6,
21,2,14,9,14,9,5,7,15,6,
22,2,14,8,15,9,5,8,15,6,
23,2,14,7,15,9,10,8,13,6,
24,2,14,6,15,10,15,8,15,6,
25,2,14,5,15,10,15,8,15,6,
26,2,14,4,14,10,15,10,10,6,
27,2,14,3,14,9,15,10,15,6,
28,2,15,3,15,9,15,7,15,6,
29,2,15,3,15,9,15,7,15,10,
30,2,9,3,15,10,15,6,15,10,
31,2,15,3,15,10,15,6,15,9,
32,2,15,3,14,10,8,6,15,9,
33,2,15,4,14,9,15,6,10,9,
34,2,15,4,15,9,15,6,15,9,
35,2,15,1,15,9,7,6,15,9,
36,2,15,1,11,9,14,6,10,9,
37,2,4,1,15,9,14,5,15,9,
38,2,8,1,15,9,14,4,15,9,
39,2,15,1,15,6,14,3,15,6,
40,2,15,1,15,6,14,2,15,6,
41,2,13,1,15,10,14,1,15,10,
42,2,15,1,15,10,15,1,15,10,
43,2,15,1,15,6,15,1,14,10,
44,2,4,1,15,6,4,1,14,9,
45,2,8,1,11,6,8,1,15,9,
46,2,15,1,15,6,15,1,15,9,
47,2,15,1,15,6,15,1,15,10,
48,2,15,4,14,6,15,4,15,10,
49,2,15,4,15,6,15,4,15,6,
50,2,15,1,15,6,15,1,15,6,
