Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,15,7,6,10,6,5,13,3,6,7,4,12,10,15,3,10,1,5,5,3,10,3,11,2,9,9,3,6,5,15,9,10,2,14,8,12,2,5,14,3,11,11,8,13,4,15,7,2,15,10,6,14,6,9,4,1,12,13,15,8,4,5,12,5,3,8,3,14,14,8,1,3,6,6,1,12,6,15,15,12,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,14,6,3,2,7,2,1,4,
1,18,14,8,3,1,10,2,1,3,
2,16,15,8,4,1,10,2,2,3,
3,15,15,10,4,4,10,1,4,3,
4,13,15,12,4,5,15,1,4,5,
5,13,12,12,4,8,15,1,4,8,
6,11,12,13,3,8,15,6,3,8,
7,10,8,13,6,8,15,6,6,8,
8,9,6,13,6,9,15,1,6,9,
9,8,6,14,8,9,15,1,8,9,
10,7,6,15,8,9,11,1,8,9,
11,7,9,15,1,9,15,1,7,9,
12,6,9,15,1,12,15,1,7,6,
13,5,6,15,2,12,6,1,6,6,
14,5,9,15,3,12,12,1,12,6,
15,3,9,15,3,14,15,1,12,5,
16,3,6,15,4,14,15,1,15,5,
17,2,9,15,4,15,15,6,15,5,
18,2,9,15,4,15,15,6,15,6,
19,2,6,15,4,13,4,6,15,6,
20,2,9,15,8,13,8,6,8,6,
21,2,9,15,15,13,15,6,15,6,
22,2,8,15,15,13,15,6,15,6,
23,2,9,15,15,8,4,6,4,6,
24,2,9,15,15,8,8,6,8,6,
25,2,9,11,4,8,15,6,15,6,
26,1,11,11,8,8,15,6,15,6,
27,1,15,11,15,8,15,2,13,6,
28,1,15,11,15,8,15,2,15,6,
29,1,15,15,15,15,12,2,15,6,
30,1,15,15,15,15,15,2,7,6,
31,1,13,15,12,15,15,2,14,6,
32,1,15,15,15,15,15,1,15,6,
33,1,15,15,15,15,15,1,15,6,
34,1,15,8,15,10,15,6,15,1,
35,1,15,8,15,10,15,6,15,1,
36,1,2,8,10,10,15,2,7,1,
37,1,4,8,15,10,15,2,14,1,
38,1,8,8,15,10,15,1,15,1,
39,1,15,8,15,15,15,1,15,1,
40,1,15,8,15,15,9,1,15,6,
41,1,15,14,15,12,15,1,15,6,
42,1,15,14,15,12,15,1,15,1,
43,1,7,14,15,8,11,1,15,1,
44,1,14,14,15,8,15,1,13,1,
45,1,15,14,15,15,15,1,15,1,
46,1,15,14,15,15,15,6,15,1,
47,1,15,15,14,15,15,6,15,6,
48,1,15,15,15,15,7,6,15,6,
49,1,11,15,15,15,14,6,15,1,
50,1,15,15,12,15,15,6,15,1,
