Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,12,12,5,10,13,14,15,13,3,2,11,11,2,13,13,12,11,8,4,1,9,4,10,9,13,13,15,15,2,1,10,6,14,9,4,9,3,14,4,4,4,2,6,10,15,3,8,14,8,1,9,6,10,1,12,15,14,8,15,6,5,5,6,1,7,8,3,8,14,1,15,10,3,13,8,5,7,3,6,2,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,7,14,9,5,4,15,13,9,
1,18,8,14,8,5,4,13,13,8,
2,16,12,14,9,5,3,13,14,8,
3,13,12,15,9,6,3,8,14,6,
4,11,14,15,9,6,7,8,15,6,
5,10,14,10,5,6,7,3,15,4,
6,7,15,10,5,5,7,2,15,3,
7,5,6,10,10,5,6,2,15,1,
8,3,6,1,15,5,6,1,14,1,
9,2,8,1,15,5,8,1,15,1,
10,1,10,1,5,5,10,1,15,1,
11,1,15,1,10,5,15,1,11,1,
12,1,15,1,15,5,15,1,15,1,
13,1,5,1,15,5,13,1,15,1,
14,1,5,2,10,5,15,1,7,1,
15,0,4,2,15,5,15,1,14,1,
16,0,8,2,15,5,15,7,15,1,
17,0,15,2,15,7,15,7,15,1,
18,0,15,2,15,7,15,6,14,1,
19,0,15,12,15,12,15,6,15,1,
20,0,15,12,15,12,15,1,15,1,
21,0,15,1,14,12,15,1,5,1,
22,0,15,1,15,12,8,1,10,1,
23,0,15,6,15,12,15,1,15,1,
24,0,15,6,15,7,15,1,15,1,
25,0,15,2,15,7,15,2,15,12,
26,0,15,2,15,12,15,2,15,12,
27,0,4,2,15,12,6,2,14,12,
28,0,8,2,15,1,12,2,15,12,
29,0,15,2,15,1,15,2,15,12,
30,0,15,2,15,9,15,2,15,4,
31,0,15,12,15,9,14,2,15,4,
32,0,15,12,15,1,15,2,15,12,
33,0,14,12,15,1,15,2,15,12,
34,0,15,12,10,1,7,2,15,4,
35,0,15,12,15,1,14,2,15,4,
36,0,14,12,15,1,15,2,10,4,
37,0,15,12,8,1,15,2,15,4,
38,0,15,12,15,1,15,12,15,4,
39,0,15,11,15,1,15,12,15,1,
40,0,15,11,10,1,15,1,15,1,
41,0,12,11,15,1,15,1,15,12,
42,0,15,11,15,1,15,12,15,12,
43,0,15,11,15,12,15,12,14,12,
44,0,12,11,15,12,15,1,15,12,
45,0,15,11,15,11,15,1,15,12,
46,0,15,11,15,11,15,12,15,4,
47,0,15,12,12,11,15,12,15,4,
48,0,15,12,15,11,14,12,10,4,
49,0,15,1,15,11,15,12,15,4,
50,0,15,1,15,1,15,12,15,4,
