Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,1,9,6,1,12,11,9,4,7,5,6,10,3,3,2,6,6,2,8,8,9,15,5,11,12,2,2,9,5,15,6,13,15,3,13,11,5,13,6,12,9,12,3,14,15,11,15,10,14,15,10,8,4,12,1,1,10,5,14,9,2,2,6,4,13,10,5,9,7,3,2,13,11,5,11,14,1,13,5,4,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,8,1,3,12,15,5,9,3,
1,17,8,3,4,12,11,5,7,3,
2,16,6,3,2,12,10,5,6,3,
3,13,6,4,2,13,10,8,6,4,
4,11,5,4,1,13,14,8,5,4,
5,9,5,9,3,13,14,9,5,9,
6,7,13,9,3,14,14,15,10,9,
7,5,13,10,11,14,11,15,13,9,
8,4,15,10,15,14,15,15,15,9,
9,3,15,11,15,11,15,11,15,11,
10,3,15,11,15,11,15,11,15,11,
11,3,15,15,15,4,15,15,14,11,
12,3,15,15,15,4,15,15,15,11,
13,3,15,4,10,4,15,10,15,11,
14,3,15,4,10,12,15,10,15,9,
15,2,10,4,9,12,15,4,15,9,
16,2,15,4,15,12,15,4,6,9,
17,2,15,4,15,12,15,15,12,9,
18,2,10,4,7,12,15,15,15,9,
19,2,15,4,14,12,15,4,15,9,
20,2,15,4,15,12,15,4,4,9,
21,2,10,4,15,12,10,4,8,9,
22,2,15,4,7,12,15,4,15,9,
23,2,15,4,14,12,15,4,15,9,
24,2,14,4,15,12,10,4,15,15,
25,2,15,4,15,12,15,4,15,15,
26,2,15,4,15,15,15,4,15,13,
27,2,10,4,15,15,15,10,15,13,
28,2,15,4,10,15,15,10,15,14,
29,2,15,4,15,15,15,4,15,14,
30,2,10,4,15,15,15,4,15,8,
31,2,15,4,15,4,10,4,15,8,
32,2,15,4,15,4,15,4,15,5,
33,2,10,4,12,4,15,4,15,5,
34,2,15,4,15,4,15,9,15,14,
35,2,15,4,15,4,15,9,15,14,
36,2,15,13,15,10,8,9,13,14,
37,2,15,13,15,10,15,9,15,14,
38,2,15,4,15,15,15,9,15,14,
39,2,15,4,15,15,15,15,15,15,
40,2,10,4,15,11,15,15,15,15,
41,2,15,4,15,11,15,4,11,15,
42,2,15,4,15,15,15,4,15,15,
43,2,15,8,15,15,10,4,15,15,
44,2,15,8,10,15,15,4,15,4,
45,2,15,15,15,15,15,4,15,4,
46,2,15,15,15,15,15,7,10,4,
47,2,10,15,15,5,15,7,15,4,
48,2,15,15,15,5,15,4,15,4,
49,2,15,15,15,13,15,4,11,4,
50,2,15,4,15,13,10,4,15,4,
