Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,14,10,2,6,3,9,3,2,1,4,5,4,12,12,9,10,10,4,5,13,11,2,3,14,1,5,6,7,1,9,3,3,11,5,3,5,13,10,1,3,13,4,7,14,2,3,5,11,3,11,11,4,7,6,11,1,5,5,11,11,9,5,12,9,11,3,6,3,8,11,8,6,3,4,11,15,13,6,14,7,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,2,3,3,15,9,8,2,11,
1,18,2,2,6,15,9,5,3,11,
2,16,2,4,6,14,5,5,5,11,
3,13,3,4,7,14,7,5,8,11,
4,11,2,4,14,14,7,6,11,11,
5,9,2,3,15,14,8,6,11,15,
6,8,2,2,15,14,13,6,11,9,
7,6,2,2,14,14,13,4,12,9,
8,5,1,2,15,14,11,4,12,4,
9,4,2,2,15,14,11,3,12,3,
10,3,2,2,15,15,6,3,6,3,
11,3,2,1,15,15,12,3,12,3,
12,2,11,1,8,15,12,1,12,1,
13,2,15,1,15,15,15,1,15,1,
14,2,15,7,15,15,15,7,15,7,
15,1,14,7,15,3,14,7,14,7,
16,1,15,7,15,3,15,7,15,7,
17,1,15,7,4,3,15,7,15,7,
18,1,15,1,8,3,15,5,15,3,
19,1,15,1,15,3,15,5,15,3,
20,1,15,15,15,3,15,8,15,15,
21,1,15,15,15,11,15,8,15,15,
22,1,14,15,15,11,15,1,3,15,
23,1,15,15,15,1,15,1,6,15,
24,1,15,15,15,1,13,1,12,15,
25,1,15,4,13,1,15,1,15,15,
26,1,15,4,15,1,15,1,15,15,
27,1,15,13,15,1,1,1,2,15,
28,1,15,13,3,1,2,1,4,15,
29,1,15,7,6,1,4,1,8,15,
30,1,15,7,12,1,8,1,15,15,
31,1,15,15,15,1,15,1,15,15,
32,1,15,15,15,1,15,1,15,1,
33,1,15,12,13,1,15,14,15,1,
34,1,15,12,15,1,15,14,15,13,
35,1,13,12,15,1,12,14,15,13,
36,1,15,12,15,15,15,14,10,13,
37,1,15,12,15,15,15,14,15,13,
38,1,13,12,15,3,15,15,15,13,
39,1,15,12,15,3,15,15,15,15,
40,1,15,12,15,4,12,15,15,15,
41,1,15,15,15,4,15,15,15,5,
42,1,15,15,15,8,15,15,15,5,
43,1,11,15,15,8,14,15,12,5,
44,1,15,15,5,8,15,15,15,5,
45,1,15,15,10,8,15,15,15,5,
46,1,15,14,15,8,15,1,15,1,
47,1,15,14,15,8,15,1,15,1,
48,1,15,15,15,1,10,1,11,1,
49,1,15,15,15,1,15,1,15,1,
50,1,13,15,8,1,15,1,15,1,
