Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,6,11,8,9,14,11,3,15,6,3,11,4,10,6,7,8,9,7,9,13,1,4,15,11,6,5,5,9,9,4,10,14,14,9,14,4,4,1,10,1,10,13,4,3,11,11,12,8,15,14,12,11,6,4,7,9,1,14,11,14,12,9,8,15,9,3,1,9,4,6,12,3,7,1,2,12,6,15,15,13,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,3,6,2,6,10,15,15,11,
1,17,4,6,4,6,8,15,15,13,
2,14,4,3,4,3,6,15,15,14,
3,14,5,3,5,3,11,15,12,14,
4,13,5,4,5,4,11,14,11,14,
5,11,6,4,6,4,11,11,11,11,
6,10,8,4,8,4,12,11,12,11,
7,9,8,3,8,3,12,9,12,9,
8,7,9,3,9,3,12,8,12,8,
9,6,12,3,12,3,12,3,15,8,
10,6,15,3,15,3,15,3,15,8,
11,6,15,3,15,3,15,3,15,14,
12,6,15,13,15,1,7,3,15,14,
13,4,10,13,15,1,7,1,12,14,
14,4,15,13,11,1,9,1,15,14,
15,4,15,13,15,1,9,1,15,14,
16,4,10,13,15,1,9,3,15,8,
17,4,15,13,11,1,15,3,15,8,
18,4,15,13,15,1,15,3,15,1,
19,4,10,13,15,1,15,15,15,1,
20,4,15,13,11,1,15,15,15,12,
21,4,15,13,15,1,15,2,15,12,
22,4,15,15,15,1,15,2,15,15,
23,4,15,15,12,1,15,1,15,15,
24,4,15,2,15,1,15,1,12,15,
25,4,15,2,15,1,11,1,15,15,
26,4,15,1,11,1,15,1,15,15,
27,4,15,1,15,1,15,1,4,15,
28,4,13,1,15,1,11,1,8,15,
29,4,15,1,11,1,15,1,15,15,
30,4,15,1,15,1,15,1,15,15,
31,4,15,14,15,1,12,1,15,4,
32,4,15,14,13,1,15,1,15,4,
33,4,11,14,15,1,15,1,15,1,
34,4,15,14,15,1,12,1,15,1,
35,4,15,14,15,5,15,1,11,1,
36,4,15,15,15,5,15,1,15,1,
37,4,15,15,15,15,11,1,15,1,
38,4,15,13,15,15,15,1,11,1,
39,4,15,13,14,15,15,1,15,1,
40,4,10,13,15,15,13,1,15,1,
41,4,15,13,15,15,15,1,11,1,
42,4,15,13,8,15,15,1,15,1,
43,4,15,15,15,15,11,1,15,1,
44,4,15,15,15,15,15,1,11,1,
45,4,12,15,7,15,15,1,15,1,
46,3,15,15,7,9,14,1,15,1,
47,3,15,15,7,9,15,1,15,4,
48,3,4,15,7,15,15,1,15,4,
49,3,8,15,14,15,15,2,15,15,
50,3,15,15,15,15,15,2,15,15,
