Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,15,10,7,8,5,1,12,10,13,7,7,9,8,13,11,15,14,4,1,10,2,7,11,1,5,9,12,4,5,3,14,3,11,3,3,7,4,15,5,10,15,12,2,3,5,4,13,2,13,6,9,7,13,3,11,5,5,15,8,6,2,6,1,14,4,11,2,8,11,13,5,13,10,10,10,12,5,8,6,15,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,11,9,2,1,6,12,12,12,
1,16,11,5,2,3,6,15,10,12,
2,13,13,5,2,6,5,15,10,10,
3,11,13,6,4,6,5,13,10,7,
4,8,13,3,8,6,5,11,9,7,
5,6,13,2,15,6,4,11,5,7,
6,5,15,2,15,6,4,8,5,8,
7,4,15,2,15,1,2,8,2,8,
8,4,13,2,15,1,2,14,2,14,
9,3,15,2,15,4,1,14,1,14,
10,3,15,2,15,4,2,14,11,14,
11,2,15,9,15,9,4,14,11,13,
12,2,15,9,15,9,8,14,15,13,
13,1,8,9,15,4,15,14,15,12,
14,1,15,9,15,4,15,14,15,12,
15,1,15,9,15,9,15,11,15,15,
16,1,15,5,15,9,15,11,15,15,
17,1,15,5,12,9,15,15,12,15,
18,1,8,5,15,9,15,15,15,15,
19,1,5,5,15,9,12,15,15,15,
20,0,5,4,11,9,15,15,15,11,
21,0,10,4,15,9,15,15,15,11,
22,0,11,4,15,9,15,11,10,11,
23,0,11,4,11,9,15,11,15,11,
24,0,1,4,15,9,5,11,15,11,
25,0,2,4,15,9,10,11,15,15,
26,0,4,4,15,1,15,11,15,15,
27,0,8,4,15,1,15,11,15,11,
28,0,11,4,12,1,5,11,15,11,
29,0,11,4,15,1,10,11,2,11,
30,0,11,14,15,1,15,11,4,11,
31,0,15,14,13,1,15,11,8,11,
32,0,15,14,15,1,7,11,15,11,
33,0,3,14,15,1,14,11,15,11,
34,0,6,14,14,1,15,11,15,15,
35,0,12,14,15,1,15,11,15,15,
36,0,15,14,15,1,15,15,12,15,
37,0,15,14,15,3,15,15,15,15,
38,0,15,15,15,3,15,11,15,15,
39,0,15,15,15,1,15,11,15,11,
40,0,14,15,15,1,9,11,15,11,
41,0,15,15,15,4,15,11,15,15,
42,0,15,15,15,4,15,11,15,15,
43,0,15,11,15,1,9,11,15,11,
44,0,15,11,15,1,15,11,15,11,
45,0,15,14,15,9,15,11,1,11,
46,0,15,14,15,9,15,15,2,11,
47,0,14,14,8,9,15,15,4,11,
48,0,15,14,15,9,15,11,8,11,
49,0,15,14,15,9,15,11,15,11,
50,0,3,14,15,8,15,15,15,11,
