Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,4,0,20,20,true,3,10,1,8,13,15,8,3,1,10,11,2,5,7,12,12,3,1,13,6,14,6,10,10,10,13,1,7,11,9,1,9,10,1,2,14,15,1,1,8,2,4,9,10,12,4,13,1,11,9,12,3,6,11,4,11,5,4,8,9,9,15,4,10,13,15,12,13,14,7,1,1,3,2,6,4,6,2,15,1,8,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Agent 2 X-Pos,Agent 2 Y-Pos,Agent 3 X-Pos,Agent 3 Y-Pos,Agent 4 X-Pos,Agent 4 Y-Pos,
0,20,1,7,9,6,11,15,5,13,
1,17,1,8,9,9,11,13,4,13,
2,14,4,8,5,9,10,13,4,9,
3,12,4,6,5,6,10,12,4,6,
4,10,3,6,3,6,9,12,3,6,
5,8,2,6,2,6,15,12,2,6,
6,7,2,15,4,6,15,12,2,15,
7,7,2,11,8,6,15,15,2,11,
8,6,1,11,11,6,15,15,1,11,
9,4,1,3,11,5,15,9,1,3,
10,3,11,3,11,4,15,9,11,3,
11,2,11,3,15,4,8,9,11,3,
12,2,10,3,15,4,15,9,11,1,
13,2,11,3,15,2,15,9,12,1,
14,2,11,3,15,2,15,15,12,1,
15,2,5,3,15,7,15,15,12,2,
16,2,10,3,15,7,15,11,15,2,
17,2,11,3,15,5,15,11,15,2,
18,2,11,3,15,5,15,15,15,1,
19,2,11,1,3,5,15,15,15,1,
20,2,12,1,6,5,15,9,15,4,
21,2,12,1,6,1,15,9,15,4,
22,1,12,2,7,1,15,12,15,7,
23,1,15,2,8,1,15,12,15,7,
24,1,15,2,8,1,15,9,13,7,
25,0,15,1,4,1,15,9,13,14,
26,0,15,1,8,1,15,15,15,14,
27,0,15,7,8,1,15,15,15,14,
28,0,15,7,4,1,15,9,15,15,
29,0,15,5,8,1,15,9,15,15,
30,0,15,5,8,1,14,9,15,12,
31,0,15,7,7,1,15,9,15,12,
32,0,15,7,8,1,15,9,8,12,
33,0,15,1,8,1,15,10,15,12,
34,0,15,1,4,1,15,10,15,12,
35,0,14,1,8,1,15,15,8,12,
36,0,15,1,8,1,15,15,15,12,
37,0,15,1,4,1,15,12,15,12,
38,0,14,1,8,1,15,12,15,9,
39,0,15,1,8,1,8,12,15,9,
40,0,15,1,4,1,15,12,15,13,
41,0,14,1,8,1,15,12,15,13,
42,0,15,1,8,1,15,15,15,9,
43,0,15,1,4,1,15,15,15,9,
44,0,15,7,8,1,15,11,15,10,
45,0,15,7,8,1,15,11,15,10,
46,0,15,1,7,1,15,15,15,9,
47,0,15,1,8,1,15,15,15,9,
48,0,14,1,8,1,15,9,8,9,
49,0,15,1,4,1,15,9,15,9,
50,0,15,1,8,1,10,9,15,9,
