Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,2,20,20,true,3,12,8,8,8,9,4,7,8,3,8,10,12,1,2,6,3,13,2,14,11,9,10,4,14,1,4,8,2,4,4,15,7,3,14,7,3,9,5,10,3,12,4,13,12,7,10,5,12,6,7,6,10,8,5,14,4,4,10,4,6,6,2,5,6,1,12,5,2,10,7,13,5,8,4,13,9,13,4,9,7,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Predator 1 X-Pos,Predator 1 Y-Pos,Predator 2 X-Pos,Predator 2 Y-Pos,
0,20,1,1,
1,20,7,12,6,9,5,1,
2,19,8,12,6,10,5,2,
3,18,8,13,6,11,6,2,
4,18,9,13,6,12,7,2,
5,18,9,14,7,12,7,2,
6,18,10,14,8,12,7,1,
7,18,10,15,9,12,14,1,
8,17,11,15,9,13,14,4,
9,16,12,15,9,14,13,4,
10,15,12,15,10,14,12,4,
11,15,12,15,10,15,13,4,
12,14,13,15,10,15,13,5,
13,13,14,15,11,15,13,9,
14,12,14,15,12,15,13,12,
15,12,14,15,12,15,15,12,
16,12,14,15,12,15,15,12,
17,12,14,15,13,15,15,8,
18,12,14,15,13,15,15,8,
19,12,15,15,13,15,15,10,
20,12,15,15,13,15,15,10,
21,12,15,15,13,15,10,10,
22,11,15,15,13,15,10,7,
23,10,15,15,13,15,9,7,
24,9,15,15,14,15,6,7,
25,9,15,15,14,15,6,6,5,3,
26,8,15,15,15,15,5,6,5,6,
27,7,15,15,15,15,4,6,4,6,
28,6,15,15,15,15,4,10,4,10,
29,5,15,15,15,15,7,10,7,10,
30,5,15,15,15,15,8,10,8,10,
31,5,15,15,15,15,8,10,8,10,
32,5,15,15,15,15,1,10,8,11,
33,4,15,15,15,15,1,12,5,11,
34,3,15,15,15,15,5,12,5,12,
35,3,15,15,15,15,9,12,9,12,
36,3,15,15,15,15,9,12,9,12,
37,3,15,15,15,15,9,15,9,15,
38,3,15,15,9,15,15,15,15,15,
39,3,15,15,9,15,
40,3,15,15,9,15,
41,3,15,15,9,15,
42,3,15,15,10,15,
43,3,15,15,11,15,
44,3,15,15,12,15,
45,3,15,15,12,15,
46,3,15,15,12,15,
47,3,15,15,13,15,
48,3,15,15,14,15,
49,3,15,15,15,15,
50,3,15,15,15,15,
