Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,2,20,20,true,3,2,11,15,9,5,2,3,11,11,9,5,1,13,4,5,11,12,3,10,14,15,8,4,5,15,13,2,12,12,8,13,8,2,15,3,6,8,13,6,12,5,3,9,14,4,8,3,7,7,7,10,15,6,11,3,3,10,13,2,2,6,7,13,7,8,2,10,4,7,3,1,12,6,4,1,13,9,6,15,11,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,Predator 1 X-Pos,Predator 1 Y-Pos,Predator 2 X-Pos,Predator 2 Y-Pos,
0,20,6,2,
1,19,10,15,15,8,8,2,
2,19,11,15,15,8,7,2,
3,18,12,15,15,9,7,3,
4,17,13,15,15,9,5,3,
5,16,14,15,15,9,3,3,
6,16,14,15,15,9,3,2,
7,15,14,15,15,10,2,2,
8,15,15,15,15,11,2,7,
9,14,15,15,15,11,3,7,
10,13,15,15,15,11,6,7,
11,12,15,15,15,11,7,7,
12,11,15,15,15,12,13,7,
13,11,15,15,15,13,9,7,
14,10,15,15,15,14,9,6,
15,9,15,15,15,14,9,14,
16,9,15,15,9,14,9,13,
17,9,15,15,9,15,10,1,
18,8,15,15,9,15,10,4,
19,7,15,15,10,15,6,4,
20,6,15,15,11,15,6,11,
21,6,15,15,11,15,12,11,
22,6,15,15,11,15,15,11,
23,6,15,15,12,15,15,11,
24,6,15,15,13,15,15,1,
25,6,15,15,14,15,15,1,
26,6,15,15,14,15,15,13,
27,6,15,13,14,15,10,13,
28,6,15,13,15,15,
29,6,15,14,15,15,
30,6,15,15,15,15,
31,6,15,15,15,15,
32,6,15,15,15,15,
33,6,15,15,15,15,
34,6,15,15,15,15,
35,6,15,15,15,15,
36,6,15,15,15,15,
37,6,15,15,15,15,
38,6,15,15,15,15,
39,6,15,15,15,15,
40,6,15,15,15,15,
41,6,15,15,15,15,
42,6,15,15,15,15,
43,6,15,15,15,15,
44,6,15,15,15,15,
45,6,15,15,15,15,
46,6,15,15,15,15,
47,6,15,15,15,15,
48,6,15,15,15,15,
49,6,15,15,15,15,
50,6,15,15,15,15,
