Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,10,10,1,0,20,20,true,3,10,7,1,4,6,5,8,3,8,10,3,4,10,4,2,8,8,4,10,3,10,5,9,1,4,3,5,9,5,3,5,6,9,7,1,5,3,10,7,2,10,6,7,4,8,8,2,7,5,1,5,5,9,2,7,3,1,3,6,4,6,10,8,2,1,8,3,3,4,10,5,7,6,2,6,3,9,6,6,6,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,6,2,
1,19,6,3,
2,18,7,3,
3,17,7,4,
4,16,6,4,
5,16,5,4,
6,15,5,5,
7,15,5,4,
8,15,7,4,
9,15,7,6,
10,14,6,6,
11,13,9,6,
12,12,10,6,
13,12,10,6,
14,12,6,6,10,6,
15,11,6,10,6,6,
16,10,4,10,6,7,
17,9,4,7,5,7,
18,8,2,7,2,7,
19,8,1,7,1,7,
20,7,1,8,1,8,
21,7,1,8,1,8,
22,7,1,6,1,6,
23,7,2,6,2,6,
24,7,2,3,2,3,
25,6,1,3,1,3,
26,5,3,3,3,3,
27,5,3,3,3,3,
28,5,2,3,1,3,
29,5,3,3,2,3,
30,5,3,3,3,3,
31,5,1,3,3,3,
32,5,2,3,1,3,
33,5,3,3,2,3,
34,5,3,3,3,3,
35,5,3,1,3,3,
36,4,5,1,1,3,
37,4,8,1,2,3,
38,3,8,2,3,3,
39,2,9,2,3,3,
40,2,10,2,3,1,
41,2,10,2,6,1,
42,2,8,2,8,1,
43,2,10,2,8,1,
44,2,10,2,7,1,
45,2,10,1,8,1,
46,2,10,1,8,1,
47,2,10,2,8,2,
48,2,10,2,10,2,
49,2,9,2,10,2,
50,2,10,2,8,2,
