Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,Energy 21 X-Pos,Energy 21 Y-Pos,Energy 22 X-Pos,Energy 22 Y-Pos,Energy 23 X-Pos,Energy 23 Y-Pos,Energy 24 X-Pos,Energy 24 Y-Pos,Energy 25 X-Pos,Energy 25 Y-Pos,Energy 26 X-Pos,Energy 26 Y-Pos,Energy 27 X-Pos,Energy 27 Y-Pos,Energy 28 X-Pos,Energy 28 Y-Pos,Energy 29 X-Pos,Energy 29 Y-Pos,Energy 30 X-Pos,Energy 30 Y-Pos,Energy 31 X-Pos,Energy 31 Y-Pos,Energy 32 X-Pos,Energy 32 Y-Pos,Energy 33 X-Pos,Energy 33 Y-Pos,Energy 34 X-Pos,Energy 34 Y-Pos,Energy 35 X-Pos,Energy 35 Y-Pos,Energy 36 X-Pos,Energy 36 Y-Pos,Energy 37 X-Pos,Energy 37 Y-Pos,Energy 38 X-Pos,Energy 38 Y-Pos,Energy 39 X-Pos,Energy 39 Y-Pos,Energy 40 X-Pos,Energy 40 Y-Pos,
50,15,15,1,0,20,40,true,3,15,6,8,12,2,8,7,8,4,6,15,8,3,6,10,15,2,2,8,9,14,12,10,12,3,5,5,8,12,5,7,11,10,14,8,3,7,6,11,10,3,2,5,7,4,8,3,8,6,2,8,6,1,10,14,5,13,4,11,9,5,4,14,8,9,4,14,13,15,3,3,10,10,9,10,13,6,8,11,4,1,3,13,1,3,1,9,8,5,10,10,11,11,5,7,15,15,7,4,14,14,7,12,11,12,12,12,8,2,15,13,5,14,10,11,13,7,10,11,6,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,40,3,9,
1,39,3,8,
2,38,4,8,
3,37,4,14,
4,37,2,14,
5,36,2,15,
6,35,7,15,
7,35,9,15,
8,34,9,8,
9,33,12,8,
10,32,14,8,
11,31,14,7,
12,30,15,7,
13,30,11,7,
14,29,11,6,
15,28,11,5,
16,27,11,4,
17,26,9,4,
18,24,5,4,15,3,
19,23,5,7,13,3,
20,22,6,7,13,4,
21,20,6,8,13,5,
22,18,6,2,14,5,
23,16,3,2,14,10,
24,15,3,1,14,9,
25,14,6,1,11,9,
26,12,13,1,10,9,
27,11,15,1,10,11,
28,10,15,1,12,11,
29,9,15,5,12,12,
30,9,15,5,11,12,
31,7,15,1,11,13,1,3,
32,5,15,1,10,13,1,10,
33,3,15,5,14,13,3,10,
34,2,15,5,15,13,5,10,
35,1,15,3,15,13,7,10,
36,1,15,3,15,9,10,10,
37,1,9,3,15,9,10,10,
38,1,9,6,15,10,10,11,
39,0,8,6,15,10,15,11,
40,0,14,6,15,9,15,11,
41,0,14,6,15,9,15,15,15,3,
42,0,14,11,15,15,15,15,15,3,
43,0,15,11,15,15,11,15,15,1,
44,0,15,11,11,15,15,15,15,1,
45,0,14,11,15,15,15,15,15,5,
46,0,15,11,15,15,11,15,15,5,
47,0,15,11,15,9,15,15,15,2,
48,0,15,9,15,9,15,15,15,2,
49,0,15,9,12,9,15,10,15,5,
50,0,14,9,15,9,15,10,15,5,
